,Gene_ID,Comparison,NR ID,NT ID,KO Name,Swissprot ID,PFAM ID,KOG ID,Hit1_acc,,,,,,
1588,PGSC0003DMG400014459,Cv653,CDO98349.1,XM_006346580.2,"E2.1.1.103, NMT",Q944H0,PF01728//PF00891//PF02390//PF01209//PF05401//PF01135//PF01189//PF05891//PF09445//PF09243//PF05724//PF08241//PF08123//PF05175//PF01269,KOG1269,PEAM2_ARATH,,,,,,
1589,PGSC0003DMG400007987,Cv653,XP_006354905.1,XM_006354843.2,--,Q9SX78,PF07859,KOG1515,CXE2_ARATH,,,,,,
1590,PGSC0003DMG400020086,Cv653,XP_006352708.1,XM_006352646.2,"PSMC1, RPT2",Q9SZD4,PF00004//PF00910//PF01695//PF02367//PF00931//PF07728//PF07726//PF07724//PF06068//PF05496//PF06414//PF02562//PF00158,KOG0726,PRS4A_ARATH,,,,,,
1591,PGSC0003DMG400026442,Cv653,XP_006359477.1,XM_006359415.2,--,Q9LVS0,PF09111,--,KUA1_ARATH,,,,,,
1592,PGSC0003DMG400011191,Cv653,XP_009621618.1,XR_001473029.1,--,--,PF00895,--,-,,,,,,
1593,PGSC0003DMG400011185,Cv653,XP_009598086.1,XR_001473026.1,--,--,--,--,-,,,,,,
1594,PGSC0003DMG400020809,Cv653,XP_006359946.1,HG975447.1,--,O48923,PF00067,--,C71DA_SOYBN,,,,,,
1595,PGSC0003DMG400014325,Cv653,XP_006353337.1,XM_006353275.2,--,Q9LBW5,PF07535//PF01380,--,PHI_MYCGS,,,,,,
1596,PGSC0003DMG400002483,Cv653,XP_006342949.1,XM_006342887.2,E2.3.1.158,Q9FNA9,PF06821//PF02450,KOG2369,PDAT1_ARATH,,,,,,
1597,PGSC0003DMG400025924,Cv653,XP_006346492.1,HG975440.1,--,Q9LY48,PF03171,--,DIOX3_ARATH,,,,,,
1598,PGSC0003DMG400018407,Cv653,XP_006355109.1,XM_006355047.2,--,Q8LPN7,PF13639//PF17123//PF14634//PF02008//PF12678//PF12861//PF12906//PF00097,KOG0800,RNG1L_ARATH,,,,,,
1599,PGSC0003DMG400001434,Cv653,XP_006338416.1,NM_001318664.1,--,Q9ZQ70,PF03106,--,WRKY3_ARATH,,,,,,
1600,PGSC0003DMG403001548,Cv653,XP_006340898.1,XM_006340836.2,--,--,PF04995,--,-,,,,,,
1601,PGSC0003DMG400021927,Cv653,XP_004231537.1,HG975441.1,"RP-S28e, RPS28",P46302,PF01200,KOG3502,RS28_MAIZE,,,,,,
1602,PGSC0003DMG400012614,Cv653,XP_006338635.1,XM_006338573.2,--,--,--,--,-,,,,,,
1603,PGSC0003DMG400002153,Cv653,XP_006358699.1,XM_006358637.2,RNF115_126,O22283,PF11789//PF17122//PF13639//PF03604//PF01155//PF17123//PF14634//PF12678//PF00097//PF12861,KOG0800,RHC2A_ARATH,,,,,,
1604,PGSC0003DMG400000021,Cv653,XP_006339532.1,XM_006339470.2,E1.1.1.208,Q9ZUH5,PF01073//PF01370//PF00106//PF08236,KOG1208,SDR2B_ARATH,,,,,,
1605,Novel02934,Cv653,XP_006364707.1,XM_006364645.2,--,Q7ZY56,PF02985//PF00514//PF03051//PF01602,KOG4535,HEAT6_XENLA,,,,,,
1606,PGSC0003DMG400005111,Cv653,XP_006367091.1,XM_006367029.2,PR1,P11670,--,KOG3017,PRB1_TOBAC,,,,,,
1607,PGSC0003DMG400000126,Cv653,XP_006339752.1,XM_006339690.2,--,--,PF00642,--,-,,,,,,
1608,PGSC0003DMG400012646,Cv653,XP_006338649.1,XM_006338587.2,--,Q9SJ62,--,--,WDL4_ARATH,,,,,,
1609,PGSC0003DMG400019306,Cv653,NP_001049049.1,XM_006349671.2,H2A,Q8H7Y8,PF00125,KOG1757,H2AV1_ORYSJ,,,,,,
1610,Novel01460,Cv653,XP_006339832.1,XM_006339770.2,--,F4JS25,PF13176//PF13371//PF13181//PF00515//PF13374//PF13414,KOG1124,SRFR1_ARATH,,,,,,
1611,PGSC0003DMG403025764,Cv653,XP_006346351.1,XM_015308265.1,REV1,A3EWL3,--,--,REV1_ARATH,,,,,,
1612,PGSC0003DMG400032269,Cv653,XP_006360751.1,XM_006360689.2,--,Q9LUJ3,PF09187//PF11590,--,RDM1_ARATH,,,,,,
1613,PGSC0003DMG402003286,Cv653,XP_006347678.1,XM_006347616.2,--,Q9LHH5,PF01160//PF07651,--,LNK3_ARATH,,,,,,
1614,PGSC0003DMG400008049,Cv653,XP_006340202.1,XM_006340140.2,"grxC, GLRX, GLRX2",Q8LFQ6,PF00085//PF01323//PF13417//PF00462//PF13409,KOG1752,GRXC4_ARATH,,,,,,
1615,PGSC0003DMG400019071,Cv653,XP_006362639.1,XM_006362577.2,--,C0LGQ5,PF13855//PF00560//PF13516,--,GSO1_ARATH,,,,,,
1616,PGSC0003DMG400012669,Cv653,XP_006363117.1,XM_006363055.2,CYP735A,Q9FF18,PF00067,KOG0157,C7351_ARATH,,,,,,
1617,PGSC0003DMG400022562,Cv653,CDP01899.1,XM_006343307.2,CPK,Q7XJR9,PF12763//PF10591//PF00367//PF00069//PF13202//PF13833//PF00036//PF13405//PF13499//PF06293//PF07714,--,CDPKG_ARATH,,,,,,
1618,PGSC0003DMG400023164,Cv653,XP_006366659.1,XM_006366597.2,EIF6,Q9M060,PF01912,KOG3185,IF62_ARATH,,,,,,
1619,PGSC0003DMG400004259,Cv653,XP_006364119.1,XM_006364057.2,--,P13046,PF09803,--,PRR1_TOBAC,,,,,,
1620,PGSC0003DMG400025626,Cv653,XP_006363578.1,XM_006363516.2,--,Q8VXU6,PF08107,--,DI194_ARATH,,,,,,
1621,PGSC0003DMG400008927,Cv653,XP_006341056.1,HG975448.1,--,Q9LFF1,PF17049//PF02251//PF00637//PF05008,--,PP281_ARATH,,,,,,
1622,Novel01403,Cv653,XP_004233293.1,NM_001288206.1,--,P92792,PF06552//PF13414//PF00515//PF13181,--,TOM20_SOLTU,,,,,,
1623,PGSC0003DMG400025230,Cv653,XP_006351074.1,XM_015310308.1,kup,Q9LD18,PF02234//PF02705,--,POT4_ARATH,,,,,,
1624,PGSC0003DMG400020605,Cv653,XP_006356488.1,XM_006356426.2,MLO,O80961,PF03094//PF02560,--,MLO12_ARATH,,,,,,
1625,PGSC0003DMG400007059,Cv653,XP_006348335.1,XM_006348273.2,RHM,Q9SYM5,PF00106//PF01073//PF01370,KOG0747,RHM1_ARATH,,,,,,
1626,PGSC0003DMG401001731,Cv653,XP_006361765.1,XM_006361704.2,E1.11.1.11,Q1PER6,PF00720//PF00141,--,APX2_ARATH,,,,,,
1627,PGSC0003DMG400002562,Cv653,XP_006343108.1,XM_006343046.2,--,Q9M8L2,PF05923//PF12937//PF00646//PF07646//PF01344,--,FBK30_ARATH,,,,,,
1628,PGSC0003DMG400001444,Cv653,XP_009603903.1,XM_006338324.2,GAUT,Q8GWT1,PF01501//PF01329//PF03211,--,GAUTE_ARATH,,,,,,
1629,Novel00888,Cv653,XP_011097806.1,XM_006351805.2,CYFIP,Q5S2C3,--,KOG3534,PIR_ARATH,,,,,,
1630,PGSC0003DMG400023922,Cv653,CAD38277.1,AJ493451.1,PR1,Q04108,--,KOG3017,PR04_SOLLC,CAD38277.1,,,,,
1631,PGSC0003DMG400014391,Cv653,XP_006352504.1,XM_006352442.2,--,Q9C8E6,PF03462,--,PMI1_ARATH,,,,,,
1632,PGSC0003DMG400029085,Cv653,XP_006364285.1,XM_006364223.2,--,Q07469,PF01048,--,BSPA_POPDE,,,,,,
1633,PGSC0003DMG400003694,Cv653,XP_006341961.1,XM_006341899.2,--,Q9FWS1,PF04272//PF00185//PF02963//PF01016//PF00277//PF02883,KOG0431,AUL1_ARATH,,,,,,
1634,PGSC0003DMG400030786,Cv653,XP_004241067.1,XM_015313036.1,--,--,--,--,-,,,,,,
1635,PGSC0003DMG400027837,Cv653,XP_006360164.1,XM_015314001.1,--,--,--,--,-,,,,,,
1636,Novel01983,Cv653,XP_006346790.1,XM_006346728.2,"RPM1, RPS3",Q60CZ8,PF05496//PF00931//PF13855,--,R1A10_SOLDE,,,,,,
1637,Novel00074,Cv653,NP_001275617.1,XR_369085.2,"RP-L10e, RPL10",Q40592,--,--,RL10_TOBAC,,,,,,
1638,Novel03534,Cv653,XP_006367219.1,XM_015305313.1,--,Q4VCM1,--,--,LCAT2_ARATH,,,,,,
1639,PGSC0003DMG400026569,Cv653,XP_006365662.1,HG975449.1,--,--,PF07347//PF02552,--,-,,,,,,
1640,PGSC0003DMG400020108,Cv653,XP_006352667.1,XM_006352605.2,"RP-S8e, RPS8",Q08069,--,KOG3283,RS8_MAIZE,,,,,,
1641,PGSC0003DMG401013876,Cv653,XP_010317320.1,XM_010319018.1,--,Q9SXB8,PF00954//PF11883//PF07714//PF00069,--,Y1133_ARATH,,,,,,
1642,PGSC0003DMG400015407,Cv653,XP_006342636.1,XM_006342574.2,"RP-L4, MRPL4, rplD",Q2RQW1,PF00573,KOG1624,RL4_RHORT,,,,,,
1643,PGSC0003DMG400021189,Cv653,XP_010472155.1,XM_006352954.2,"RP-S25e, RPS25",Q8ISN9,PF01325,KOG1767,RS25_BRABE,,,,,,
1644,PGSC0003DMG400024278,Cv653,XP_006351976.1,XM_006351914.1,E4.1.1.25,P54768,PF00155//PF01212//PF00282//PF05889,KOG0629,TYDC1_PAPSO,,,,,,
1645,Novel00497,Cv653,XP_006365446.1,XM_006365384.2,--,F4JCX9,--,--,LNK2_ARATH,,,,,,
1646,PGSC0003DMG400006777,Cv653,XP_006345396.1,XM_006345334.2,E2.3.1.88,Q9FKI4,PF13673//PF13302//PF08445//PF13508//PF12568//PF00583,KOG3235,NAA10_ARATH,,,,,,
1647,PGSC0003DMG400024274,Cv653,XP_006351981.1,XM_006351919.2,KAO,B5BSX1,PF00067,--,BAMO_GLYUR,,,,,,
1648,PGSC0003DMG400013660,Cv653,XP_006364826.1,XM_006364764.2,--,--,PF03718,--,-,,,,,,
1649,PGSC0003DMG400029652,Cv653,XP_006360338.1,XM_006360276.2,"ADCK, ABC1",Q9MA15,PF00069,KOG1235,Y1796_ARATH,,,,,,
1650,PGSC0003DMG400014643,Cv653,XP_006355798.1,XM_006355736.2,NFYB,O82248,PF03847//PF00125,KOG0869,NFYB5_ARATH,,,,,,
1651,PGSC0003DMG400000815,Cv653,XP_006362539.1,XM_006362478.2,--,Q6L403,PF03796//PF00005//PF00004//PF05496//PF00158//PF01637//PF02367//PF00931//PF03266//PF00448//PF03193,--,R1B17_SOLDE,,,,,,
1652,PGSC0003DMG400011502,Cv653,NP_001275162.1,AF531415.1,--,Q93VK0,PF00069//PF07714//PF06293,--,PPCK2_ARATH,,,,,,
1653,Novel00164,Cv653,XP_006348440.1,XM_006348379.2,--,F4K1J4,PF02213,--,ATXR7_ARATH,,,,,,
1654,PGSC0003DMG400004601,Cv653,XP_009783232.1,XM_006349805.2,"PRKAA, AMPK",Q8RWC9,PF06293//PF03822//PF07714//PF00069//PF13000,--,CIPK1_ARATH,,,,,,
1655,PGSC0003DMG401014665,Cv653,XP_006364350.1,HG975443.1,"SLC25A3, PHC, PIC",Q7DNC3,--,KOG0767,MPCP1_ARATH,,,,,,
1656,PGSC0003DMG400026475,Cv653,XP_009601820.1,HG975442.1,"AARS, alaS",P36428,PF01411,KOG0188,SYA_ARATH,,,,,,
1657,Novel00670,Cv653,XP_006362352.1,XM_006362290.2,--,Q6Z3U3,PF02362//PF07496,--,Y7797_ORYSJ,,,,,,
1658,PGSC0003DMG400012607,Cv653,XP_006338624.1,XM_006338562.2,--,Q6NQK2,PF02365,--,NAC8_ARATH,,,,,,
1659,Novel01224,Cv653,XP_006350079.1,XM_015309870.1,--,--,--,--,-,,,,,,
1660,PGSC0003DMG400013481,Cv653,XP_006356433.1,XM_006356371.2,--,Q9ZUD9,PF00644,--,SRO2_ARATH,,,,,,
1661,PGSC0003DMG400008828,Cv653,XP_006341014.1,XM_006340952.2,AFG3,Q0DHL4,PF00612//PF00004//PF01434//PF01695//PF07728//PF07724//PF05496//PF06480//PF06068,KOG0731,FTSH8_ORYSJ,,,,,,
1662,PGSC0003DMG400011792,Cv653,XP_006366359.1,XM_006363535.2,--,Q9LMP1,PF07645//PF13947//PF00008//PF00069//PF07714,--,WAK2_ARATH,,,,,,
1663,PGSC0003DMG400022569,Cv653,XP_006343387.1,XM_006343325.2,PSMB1,O82531,PF00227,KOG0179,PSB1_PETHY,,,,,,
1664,PGSC0003DMG400008754,Cv653,XP_006362510.1,XM_006362448.2,"RP-L32e, RPL32",P49211,PF01655//PF07821,KOG0878,RL321_ARATH,,,,,,
1665,PGSC0003DMG400018942,Cv653,XP_010326729.1,XM_015303456.1,E3.6.3.8,Q9LY77,PF00122//PF02794,KOG0204,ACA12_ARATH,,,,,,
1666,PGSC0003DMG400011729,Cv653,XP_006357591.1,XR_001474756.1,--,Q9FXE3,PF04434,--,SUFE2_ARATH,,,,,,
1667,PGSC0003DMG400003436,Cv653,XP_006339964.1,HG975449.1,K06962,--,--,--,-,,,,,,
1668,PGSC0003DMG400012891,Cv653,AGC31677.1,JX848660.1,--,E3SXU4,PF00010,--,BHLHW_PEA,,,,,,
1669,PGSC0003DMG400002746,Cv653,XP_006344814.1,XM_006344752.2,--,--,PF15715//PF02724,--,-,,,,,,
1670,PGSC0003DMG400021136,Cv653,XP_006353039.1,XM_006352977.2,--,I7C6E8,PF00067,--,C7A52_PANGI,,,,,,
1671,PGSC0003DMG400014422,Cv653,XP_010923850.1,XM_006352448.1,"GABARAP, ATG8, LC3",Q8LEM4,PF04110,KOG1654,ATG8A_ARATH,,,,,,
1672,Novel03196,Cv653,Q41238.1,NM_001318678.1,LOX1_5,O24379,PF00305,--,LOX12_SOLTU,,,,,,
1673,PGSC0003DMG400035976,Cv653,XP_009785688.1,XM_015312233.1,E2.4.1.218,Q9AR73,PF00201//PF04101,--,HQGT_RAUSE,,,,,,
1674,PGSC0003DMG400033038,Cv653,XP_006354795.1,XM_006354731.2,pel,Q944R1,--,--,PLY15_ARATH,,,,,,
1675,PGSC0003DMG401026984,Cv653,XP_006347420.1,XM_006347358.2,--,Q9FMK7,PF01244//PF02135//PF00651,KOG1778,BT1_ARATH,,,,,,
1676,Novel00943,Cv653,XP_006349108.1,XM_006349046.2,POLE1,F4HW04,PF13482//PF03104//PF00136//PF08490,KOG1798,DPOE1_ARATH,,,,,,
1677,PGSC0003DMG400025414,Cv653,XP_006363266.1,XM_015303359.1,--,Q9C7E8,PF00643//PF06203,--,COL15_ARATH,,,,,,
1678,PGSC0003DMG400032506,Cv653,XP_006356376.1,XM_006356314.2,--,Q41001,PF02298,--,BCP_PEA,,,,,,
1679,PGSC0003DMG400021420,Cv653,XP_004231922.1,XM_015211776.1,"RP-L26e, RPL26",P51414,PF16906,KOG3401,RL261_ARATH,,,,,,
1680,PGSC0003DMG400026461,Cv653,XP_006359467.1,NM_001318631.1,EREBP,Q9LYD3,PF00847,--,DREB3_ARATH,,,,,,
1681,PGSC0003DMG400001082,Cv653,NP_001234110.1,XM_006364114.2,"ATPeV0E, ATP6H",Q9FLN5,PF05493,--,VA0E1_ARATH,,,,,,
1682,PGSC0003DMG400010339,Cv653,XP_004233223.1,XM_006362545.2,--,P47192,PF00957,KOG0859,VA722_ARATH,,,,,,
1683,PGSC0003DMG400000099,Cv653,XP_009757094.1,XM_015312252.1,--,Q9SV26,PF11525//PF17049,--,PP297_ARATH,,,,,,
1684,PGSC0003DMG400020416,Cv653,XP_004147278.1,XM_006348823.2,GOT2,P46643,PF00155,KOG1411,AAT1_ARATH,,,,,,
1685,Novel02004,Cv653,XP_006364429.1,XM_015303935.1,--,Q9LKW9,--,--,NHX7_ARATH,,,,,,
1686,PGSC0003DMG401000097,Cv653,XP_006339681.1,XM_006339619.2,--,C6KIE6,--,--,XLG2_ARATH,,,,,,
1687,PGSC0003DMG400003467,Cv653,XP_009626627.1,XM_015224242.1,"RP-L7Ae, RPL7A",P49692,--,KOG3166,RL7A1_ARATH,,,,,,
1688,PGSC0003DMG400005725,Cv653,XP_006341598.1,XM_006341536.2,--,Q8GWK7,PF00010,--,BEE3_ARATH,,,,,,
1689,PGSC0003DMG402029631,Cv653,XP_006360348.1,XM_006360286.2,--,Q949G3,PF01695//PF13304//PF00004//PF00005//PF05496//PF01637//PF06414//PF07728//PF03193//PF01061//PF03266,KOG0065,PDR1_NICPL,,,,,,
1690,PGSC0003DMG402010056,Cv653,NP_001274795.1,XM_015306171.1,--,Q96502,PF06203//PF00643//PF00957,--,COL2_ARATH,,,,,,
1691,Novel03343,Cv653,XR_367275.2,XR_367275.2,--,--,--,--,-,,,,,,
1692,PGSC0003DMG400003044,Cv653,XP_006358887.1,AY737310.1,--,P50701,PF01058,--,OS13_SOLCO,,,,,,
1693,PGSC0003DMG400030440,Cv653,XP_004241176.1,XM_015310196.1,--,--,--,--,-,,,,,,
1694,PGSC0003DMG400005019,Cv653,XP_006360724.1,XM_006360662.1,--,O42901,PF04061,KOG3319,YBA9_SCHPO,,,,,,
1695,EPlSTUG00000004892,Cv653,HG975516.1,HG975516.1,--,--,--,--,-,,,,,,
1696,PGSC0003DMG403028564,Cv653,XP_010312394.1,XR_001475389.1,--,--,--,--,-,,,,,,
1697,PGSC0003DMG400032124,Cv653,XP_006354121.1,XM_006354059.2,"IDH1, IDH2, icd",Q40345,PF00180//PF06049,KOG1526,IDHP_MEDSA,,,,,,
1698,PGSC0003DMG400027372,Cv653,XP_006340400.1,AC142210.1,--,Q9LQR0,PF04977//PF05837//PF06810//PF00831,--,LBD1_ARATH,,,,,,
1699,PGSC0003DMG400013335,Cv653,XP_006352382.1,XM_006352320.2,"AOX1, AOX2",Q56X52,PF01786//PF03232,--,AOX4_ARATH,,,,,,
1700,PGSC0003DMG400016601,Cv653,XP_006358839.1,XM_015314123.1,--,Q60CZ8,PF00931//PF00004//PF13855,--,R1A10_SOLDE,,,,,,
1701,PGSC0003DMG400020636,Cv653,XP_006344088.1,XM_006344026.2,"RP-L10e, RPL10",P93847,PF00252,KOG0857,RL10_SOLME,,,,,,
1702,PGSC0003DMG401001494,Cv653,XP_006340891.1,XM_006340829.2,--,P17642,PF00407,--,PRS2_SOLTU,,,,,,
1703,PGSC0003DMG400011207,Cv653,XP_006343601.1,XM_006343540.2,--,O65567,PF17049,--,PP342_ARATH,,,,,,
1704,Novel01397,Cv653,XP_006357133.1,XM_015313292.1,SIN3A,--,--,--,-,,,,,,
1705,PGSC0003DMG400007805,Cv653,XP_006350025.1,XM_006349963.2,--,Q9SJI7,PF01764,--,PLA20_ARATH,,,,,,
1706,PGSC0003DMG400021569,Cv653,XP_006428406.1,HG975448.1,--,Q9ZUV0,PF04101//PF02402//PF00201,--,U86A2_ARATH,,,,,,
1707,PGSC0003DMG400010362,Cv653,CBI37076.3,XM_006362541.2,CTSB,Q4R5M2,PF03051//PF00112//PF08127,KOG1543,CATB_MACFA,,,,,,
1708,PGSC0003DMG400025555,Cv653,XP_009588684.1,XM_006350925.2,"RP-S18e, RPS18",P34788,PF00416,KOG3311,RS18_ARATH,,,,,,
1709,PGSC0003DMG400000537,Cv653,XP_006347563.1,XM_015308853.1,--,Q931Q4,PF01479//PF04607,--,RELA_STAAM,,,,,,
1710,PGSC0003DMG400003040,Cv653,XP_006358885.1,XM_006358823.2,--,P50701,--,--,OS13_SOLCO,,,,,,
1711,PGSC0003DMG400029934,Cv653,XP_004245093.1,XM_006360937.2,SLD,O04353,PF00487,KOG4232,DES6_BOROF,,,,,,
1712,PGSC0003DMG400017151,Cv653,AAP80667.1,XM_006354377.2,"RP-L23e, RPL23",P49690,PF00238,KOG0901,RL23_ARATH,,,,,,
1713,PGSC0003DMG400019149,Cv653,AFB70995.1,XM_006349431.1,--,O49074,PF06309//PF00004//PF04901,--,RCA_SOLPN,,,,,,
1714,PGSC0003DMG400030640,Cv653,XP_010317275.1,XM_015313586.1,--,--,--,--,-,,,,,,
1715,PGSC0003DMG400023912,Cv653,XP_006345675.1,XM_006345613.2,--,Q6AWW5,PF00023//PF03595//PF06687//PF02902//PF01544//PF13606,KOG4177,Y5262_ARATH,,,,,,
1716,PGSC0003DMG400010450,Cv653,XP_004233240.1,HG975441.1,"KAE1, tsaD, QRI7",A7SXZ6,PF02543,KOG2708,OSGEP_NEMVE,,,,,,
1717,PGSC0003DMG400032820,Cv653,XP_006447256.1,XM_015224868.1,"PPM1L, PP2CE",Q93YW5,PF00481,KOG0698,P2C58_ARATH,,,,,,
1718,PGSC0003DMG402019891,Cv653,ABB16984.1,XM_006366892.2,"RP-L7e, RPL7",P60039,--,KOG3184,RL73_ARATH,,,,,,
1719,PGSC0003DMG400008740,Cv653,XP_006366590.1,XM_006351900.2,"ACO, acnA",Q9SIB9,PF01924//PF00694//PF00330,KOG0452,ACO3M_ARATH,,,,,,
1720,PGSC0003DMG400010853,Cv653,XP_006338884.1,XM_006338823.2,--,Q6BDA0,--,KOG1246,ELF6_ARATH,,,,,,
1721,PGSC0003DMG400000132,Cv653,XP_006339494.1,XM_006339432.2,URM1,B3H7G2,PF09138,KOG4146,URM12_ARATH,,,,,,
1722,PGSC0003DMG401017626,Cv653,XP_006357265.1,HG975444.1,--,Q94A41,PF07821,--,AMY3_ARATH,,,,,,
1723,PGSC0003DMG400023726,Cv653,XP_009767120.1,XM_006351248.2,--,Q8L607,PF03193//PF02421//PF01926//PF01637,KOG2485,SIN2_ARATH,,,,,,
1724,PGSC0003DMG400032557,Cv653,XP_006359316.1,XM_006359254.2,PSMB3,Q9XI05,PF00227,KOG0180,PSB3A_ARATH,,,,,,
1725,PGSC0003DMG400004756,Cv653,XP_006355462.1,XM_006355401.2,--,Q6L438,PF07492//PF00931,--,R1A6_SOLDE,,,,,,
1726,PGSC0003DMG400007481,Cv653,XP_006339970.1,XM_006339908.2,--,--,PF13405//PF13499//PF13202//PF00036//PF13833,--,-,,,,,,
1727,PGSC0003DMG400027633,Cv653,AAS47838.1,NM_001288174.1,NCED,Q9LRR7,--,--,NCED3_ARATH,,,,,,
1728,PGSC0003DMG400030685,Cv653,XP_006359500.1,XM_006359438.1,--,Q9SIY3,PF10471//PF03116,--,TTM3_ARATH,,,,,,
1729,Novel02347,Cv653,XP_009403638.1,XM_006341722.2,CCT5,O04450,PF00118//PF08099,KOG0357,TCPE_ARATH,,,,,,
1730,PGSC0003DMG402014048,Cv653,XP_009623020.1,XR_368034.2,--,O00370,--,--,LORF2_HUMAN,,,,,,
1731,PGSC0003DMG400019088,Cv653,NP_001274936.1,NM_001288007.1,"grxC, GLRX, GLRX2",Q9ZR41,PF01323//PF13417//PF00462,KOG1752,GLRX_SOLLC,,,,,,
1732,PGSC0003DMG400000639,Cv653,XP_006364220.1,XM_006364158.2,"SCD, desC",Q949X0,PF00487,KOG1600,ADS3_ARATH,,,,,,
1733,PGSC0003DMG400012100,Cv653,XP_006361655.1,XM_006367918.2,--,Q9SSK9,PF00407,--,MLP28_ARATH,,,,,,
1734,PGSC0003DMG400003549,Cv653,XP_004232465.1,XM_006340644.2,"ADCK, ABC1",Q55G83,--,KOG1236,ABKC_DICDI,,,,,,
1735,PGSC0003DMG400001624,Cv653,XP_006359662.1,XM_006359600.2,--,Q84TH6,--,--,DIR23_ARATH,,,,,,
1736,PGSC0003DMG402028784,Cv653,XP_006365409.1,XM_006365347.2,--,Q04715,PF02544//PF04140//PF00252,--,RM16_PETHY,,,,,,
1737,PGSC0003DMG400000211,Cv653,NP_001234530.1,XM_006339624.2,--,Q8H0Y8,PF03106,--,WRK41_ARATH,,,,,,
1738,PGSC0003DMG400012101,Cv653,XP_006368064.1,XM_006368002.2,"RP-L35Ae, RPL35A",Q9C912,PF01247//PF01782,KOG0887,R35A3_ARATH,,,,,,
1739,PGSC0003DMG400008362,Cv653,XP_006362269.1,XM_006362207.2,--,Q8RY82,PF12937//PF00646//PF13013//PF15966,--,FB121_ARATH,,,,,,
1740,PGSC0003DMG402020509,Cv653,XP_009792527.1,XM_006362422.2,E3.2.1.2,O23553,PF12503//PF01373,--,BAM3_ARATH,,,,,,
1741,PGSC0003DMG400008999,Cv653,XP_006349216.1,XM_006349154.2,K09142,Q5T280,PF01565,KOG3925,CI114_HUMAN,,,,,,
1742,PGSC0003DMG400001579,Cv653,XP_006340796.1,XM_006340734.2,--,Q5CZL1,--,KOG4406,GDAP2_XENTR,,,,,,
1743,PGSC0003DMG400012117,Cv653,XP_006343780.1,XM_006343718.2,--,O22977,PF00975//PF00751//PF02230//PF06821,--,BDG3_ARATH,,,,,,
1744,PGSC0003DMG402017902,Cv653,XP_007035926.1,XM_006337913.2,--,Q8VYR7,PF00955//PF01226,KOG1172,BOR1_ARATH,,,,,,
1745,Novel03306,Cv653,XP_006343861.1,XM_006343799.2,"yidC, spoIIIJ, OXA1",Q42191,PF02096,KOG1239,OXA1_ARATH,,,,,,
1746,PGSC0003DMG400023107,Cv653,XP_006353802.1,XM_006353742.2,--,--,--,--,-,,,,,,
1747,PGSC0003DMG400007855,Cv653,NP_001274979.1,XM_006349961.2,"RP-L11e, RPL11",P42794,--,KOG0397,RL112_ARATH,,,,,,
1748,Novel02988,Cv653,XP_006357709.1,XM_006357647.2,NPR1,Q9FDY4,PF00651//PF13606//PF00023,KOG0504,NPR1_ORYSJ,,,,,,
1749,PGSC0003DMG400013638,Cv653,XP_006364831.1,XM_006364769.2,trxB,Q39242,PF01134//PF00070//PF12831//PF01494//PF13241//PF07992,KOG0404,TRXB2_ARATH,,,,,,
1750,Novel03114,Cv653,XP_009775073.1,XM_006366016.2,--,Q76CU2,PF13304//PF00005//PF00004//PF03266,--,PDR1_TOBAC,,,,,,
1751,PGSC0003DMG400023657,Cv653,XP_006351417.1,XM_006351355.2,--,Q9FVS9,PF00262//PF00067,--,C96AF_ARATH,,,,,,
1752,PGSC0003DMG400000217,Cv111,AAF33669.1,XM_010328708.1,CNGF,O65717,--,KOG0498,CNGC1_ARATH,,,,,,
1753,Novel03424,Cv111,XP_009625533.1,XM_006354386.2,--,O53732,PF05401//PF01209//PF12831//PF00743//PF02558//PF07992//PF02737//PF01266//PF01593//PF08241//PF08123//PF05175//PF00070//PF03721//PF01135//PF01494//PF05891//PF01134,--,UFAA1_MYCTU,,,,,,
1754,PGSC0003DMG400010498,Cv111,XP_006367953.1,HG975440.1,--,B3EWI4,PF07123,--,PST2_PETHY,,,,,,
1755,PGSC0003DMG400043373,Cv111,XP_006360699.1,XM_006360637.2,"PGD, gnd, gntZ",Q9FFR3,PF00393//PF02737//PF03446,KOG2653,6PGD2_ARATH,,,,,,
1756,PGSC0003DMG400001283,Cv111,XP_006346269.1,XM_006346207.2,--,B6VJS4,PF00891,--,ROMT_VITVI,,,,,,
1757,PGSC0003DMG400032289,Cv111,XP_006368021.1,XM_015304471.1,--,O65009,PF10391//PF07912,--,BNM2A_BRANA,,,,,,
1758,PGSC0003DMG400009213,Cv111,XP_006351170.1,XM_006351108.2,SLC45A1_2_4,Q03411,--,KOG0637,SUT_SPIOL,,,,,,
1759,PGSC0003DMG402027687,Cv111,XP_006366824.1,XM_006366762.2,SCPL-I,P07519,PF00450,KOG1282,CBP1_HORVU,,,,,,
1760,PGSC0003DMG400022855,Cv111,XP_010024490.1,NM_001288201.1,dxs,O78328,PF02775//PF02780//PF13292//PF00676,KOG0523,DXS_CAPAN,,,,,,
1761,PGSC0003DMG400033681,Cv111,XP_006363987.1,XM_006363925.2,--,Q9C516,PF01363//PF00643//PF00503//PF00025//PF09297,KOG0082,XLG3_ARATH,,,,,,
1762,PGSC0003DMG400033572,Cv111,XP_006351731.1,XM_006351669.2,SENP7,Q8L7S0,PF02902,KOG0779,ULP2B_ARATH,,,,,,
