,Gene_ID,Comparison,NR ID,NT ID,KO Name,Swissprot ID,PFAM ID,KOG ID,Hit1_acc,,,,,,
894,Cluster-67248.98578,Cv111,XP_012845921.1,XM_006649269.2,"katE, CAT, catB, srpA",P30567,PF00199,KOG0047,CATA2_GOSHI,,,,,,
895,Cluster-67248.79924,Cv111,XP_011097275.1,--,E1.11.1.7,Q9SZE7,PF00141,--,PER51_ARATH,,,,,,
896,Cluster-67248.133294,Cv111,XP_011093988.1,--,--,--,PF02404,--,-,,,,,,
897,Cluster-67248.98242,Cv111,XP_007009830.1,XM_011091602.1,PIP,P43287,PF00230,KOG0223,PIP22_ARATH,,,,,,
898,Cluster-7595.0,Cv111,XP_009113607.1,XM_009115359.1,LHCB5,Q9XF89,PF00538,--,CB5_ARATH,,,,,,
899,Cluster-67248.91055,Cv111,XP_011101285.1,XM_016026991.1,NBR1,Q9SB64,--,--,NBR1_ARATH,,,,,,
900,Cluster-67248.2785,Cv111,CAA11269.1,XM_002898195.1,--,P0CG70,PF00240//PF05162,KOG0001,UBI4P_NEUCR,,,,,,
901,Cluster-67248.54002,Cv111,XP_011099943.1,--,--,Q9FYS5,PF02178//PF00538,--,HMGYA_MAIZE,,,,,,
902,Cluster-67248.80212,Cv111,XP_012839232.1,XM_012983778.1,"EXOC2, SEC5",Q8S3U9,PF06580//PF04124,KOG2347,SEC5A_ARATH,,,,,,
903,Cluster-67248.144155,Cv111,XP_010555537.1,XM_009597337.1,"E2.3.3.9, aceB, glcB",P08216,PF03328//PF01274//PF01701,KOG1261,MASY_CUCSA,,,,,,
904,Cluster-67248.87571,Cv111,XP_011071154.1,XM_011044093.1,--,Q9FXE4,PF00481,--,P2C14_ARATH,,,,,,
905,Cluster-67248.82394,Cv111,--,--,--,--,--,--,-,,,,,,
906,Cluster-67248.102424,Cv111,XP_011101533.1,XM_012991784.1,NIT2,Q8RUF8,PF07533//PF05993//PF00795//PF00874,KOG0806,NILP3_ARATH,,,,,,
907,Cluster-34682.0,Cv111,XP_009138769.1,XM_009140521.1,LHCA2,Q9SYW8,PF15332,--,LHCA2_ARATH,,,,,,
908,Cluster-67248.86828,Cv111,XP_012842447.1,XM_012986993.1,--,Q9SPK4,PF00069//PF06293//PF07714,--,PPCK1_ARATH,,,,,,
909,Cluster-67248.80228,Cv111,XP_012843590.1,XM_012988136.1,"E2.2.1.1, tktA, tktB",Q43848,PF03047,KOG0523,TKTC_SOLTU,,,,,,
910,Cluster-67248.97739,Cv111,XP_012850639.1,XM_011084457.1,ppc,P29196,PF14010//PF00311//PF00895//PF15014//PF06422,--,CAPP_SOLTU,,,,,,
911,Cluster-67248.130903,Cv111,ABS50665.1,XM_012998805.1,TUBB,P93176,PF00091,KOG1375,TBB_HORVU,,,,,,
912,Cluster-67248.106375,Cv111,--,XR_847581.1,--,--,--,--,-,,,,,,
913,Cluster-67248.144784,Cv111,XP_012843789.1,XM_015728940.1,--,Q8VYU6,--,--,GOGC4_ARATH,,,,,,
914,Cluster-67248.115151,Cv111,XP_011090133.1,XM_011091831.1,"CNOT1, NOT1",Q6ZQ08,--,KOG1831,CNOT1_MOUSE,,,,,,
915,Cluster-38695.1,Cv111,XP_005836983.1,NM_001849.3,--,P12110,PF02948,--,CO6A2_HUMAN,,,,,,
916,Cluster-67248.103749,Cv111,XP_007209217.1,--,--,Q9FH82,PF03283,--,PAE11_ARATH,,,,,,
917,Cluster-67248.100458,Cv111,XP_011074837.1,--,E1.2.1.3,Q8VXQ2,PF00171,KOG2456,ALDH_CRAPL,,,,,,
918,Cluster-67248.37129,Cv111,XP_011084903.1,XM_013003314.1,--,Q9FFF6,PF03171,--,DIOX5_ARATH,,,,,,
919,Cluster-67248.97453,Cv111,XP_012831652.1,XM_012976198.1,--,Q9SHJ8,PF03859//PF13606//PF01918//PF16113//PF01833//PF00378//PF00612//PF00023,KOG1684,HIBC8_ARATH,,,,,,
920,Cluster-67248.79192,Cv111,XP_011099126.1,XM_012997999.1,"pncB, NAPRT1",Q84WV8,PF01914,KOG2511,NPRT2_ARATH,,,,,,
921,Cluster-67248.102791,Cv111,XP_011083679.1,XM_011085377.1,--,P49902,--,--,5NTC_HUMAN,,,,,,
922,Cluster-67248.145863,Cv111,XP_011080322.1,XM_002516811.2,--,F4IHS2,PF14619,KOG0386,SYD_ARATH,,,,,,
923,Cluster-67248.79498,Cv111,XP_011085404.1,XM_011087103.1,PHYA,Q10CQ8,PF00360//PF01590//PF08446,--,PHYC_ORYSJ,,,,,,
924,Cluster-67248.139231,Cv111,XP_011084671.1,XM_012979380.1,FU,Q2QAV0,PF07714//PF00069//PF00514//PF00779//PF02985//PF06293//PF04099//PF00872,KOG0597,TIO_ARATH,,,,,,
925,Cluster-67248.125949,Cv111,XP_011072684.1,XM_012977091.1,"PIKFYVE, FAB1",Q9LUM0,PF00118,--,FAB1B_ARATH,,,,,,
926,Cluster-67248.153334,Cv111,XP_011077445.1,XM_011079143.1,--,F4IXE7,PF05038//PF00628,KOG0383,IDM1_ARATH,,,,,,
927,Cluster-67248.91850,Cv111,XP_011088219.1,XM_011089918.1,PTEN,Q9LT75,PF05706//PF00782//PF10660//PF08494//PF00102,KOG2283,PTN2A_ARATH,,,,,,
928,Cluster-67248.120290,Cv111,CBI28310.3,XM_012981914.1,"EIF4A3, FAL1",P41380,--,KOG0328,IF4A3_NICPL,,,,,,
929,Cluster-67248.99796,Cv111,XP_011085444.1,XM_011087142.1,HYOU1,F4JMJ1,PF16036//PF06723,KOG0104,HSP7R_ARATH,,,,,,
930,Cluster-67248.94095,Cv111,XP_011088370.1,XM_011090068.1,"DHDDS, RER2, SRT1",Q6DHR8,--,--,NGBR_DANRE,,,,,,
931,Cluster-67248.83582,Cv111,EYU45804.1,XM_016041462.1,"SLC25A20_29, CACT, CACL, CRC1",Q93XM7,--,KOG0758,MCAT_ARATH,,,,,,
932,Cluster-67248.74320,Cv111,XP_011078778.1,XM_011080476.1,--,Q852L0,PF07714//PF00069//PF06293,KOG1164,HD16N_ORYSJ,,,,,,
933,Cluster-67248.30073,Cv111,XP_011081962.1,XM_013000573.1,E5.4.99.5,Q9S7H4,--,KOG0795,CM2_ARATH,,,,,,
934,Cluster-67248.77250,Cv111,XP_012851940.1,--,kup,Q84YJ9,PF02705,--,HAK26_ORYSJ,,,,,,
935,Cluster-67248.117440,Cv111,XP_011085468.1,XM_011102163.1,"EP300, CREBBP, KAT3",Q9C5X9,PF02135//PF02172,--,HAC1_ARATH,,,,,,
936,Cluster-67248.92153,Cv111,XP_011089489.1,XM_011091187.1,PUM,Q9ZW07,PF08144//PF00806//PF03972,KOG1488,PUM1_ARATH,,,,,,
937,Cluster-67248.21165,Cv111,XP_011073355.1,XM_011075053.1,"NUP98, ADAR2, NUP116",Q8LLD0,--,KOG0845,NUP96_ARATH,,,,,,
938,Cluster-67248.120609,Cv111,XP_011069575.1,XM_011071273.1,--,O64843,PF02845//PF05658,--,CID7_ARATH,,,,,,
939,Cluster-67248.83799,Cv111,XP_012856340.1,XM_013000887.1,--,--,PF07460,--,-,,,,,,
940,Cluster-67248.104349,Cv111,XP_011079087.1,XM_012991235.1,--,Q8S2T0,PF05524//PF10186//PF05478//PF03255//PF08657//PF06160//PF01442//PF05837//PF01025//PF03938//PF02185//PF09726//PF08702,KOG0963,GRIP_ARATH,,,,,,
941,Cluster-67248.56391,Cv111,XP_012857780.1,--,"CHD4, MI2B",Q9S775,PF00130//PF13639//PF07649//PF00628//PF05191//PF16866,KOG0383,PKL_ARATH,,,,,,
942,Cluster-67248.99426,Cv111,XP_002271792.1,XM_006440286.1,--,Q39176,PF04625,--,ERLI1_ARATH,,,,,,
943,Cluster-67248.84569,Cv111,XP_011076458.1,--,--,Q680C0,PF08375//PF01764,--,GDL62_ARATH,,,,,,
944,Cluster-67248.93474,Cv111,XP_011073704.1,XM_011075402.1,EIF4E,Q03389,PF04644//PF01652//PF05925,KOG1670,IF4E2_WHEAT,,,,,,
945,Cluster-72228.0,Cv111,--,--,--,--,--,--,-,,,,,,
946,Cluster-67248.91593,Cv111,XP_012844391.1,XM_011083418.1,--,--,--,--,-,,,,,,
947,Cluster-67248.139594,Cv111,XP_011091783.1,XM_011093482.1,--,Q9FFZ1,--,--,PPH_ARATH,,,,,,
948,Cluster-67248.106394,Cv111,EYU17763.1,--,"RPM1, RPS3",Q6L400,PF13855//PF00931,--,R1B16_SOLDE,,,,,,
949,Cluster-67248.92575,Cv111,XP_011079676.1,XM_011081374.1,--,Q9LZJ5,PF03193//PF01926//PF03266//PF00664//PF01580//PF09547//PF01443//PF00931//PF00437//PF13304//PF00005,KOG0054,AB14C_ARATH,,,,,,
950,Cluster-67248.39221,Cv111,AFI72638.1,JQ669253.1,--,Q3C1P6,--,--,TI214_NICSY,,,,,,
951,Cluster-67248.97533,Cv111,XP_011091304.1,XM_012973122.1,--,Q4FE47,PF00023//PF13606,KOG4177,XB35_ARATH,,,,,,
952,Cluster-67248.76463,Cv111,XP_011080724.1,XM_011082438.1,--,Q0WVL7,PF08653,KOG0161,GOGC5_ARATH,,,,,,
953,Cluster-67248.123409,Cv111,XP_011096143.1,XM_011097841.1,PDS5,Q5F3U9,PF05767,KOG1525,PDS5B_CHICK,,,,,,
954,Cluster-67248.105445,Cv111,XP_011073787.1,XM_011075484.1,"PSMD1, RPN2",O48844,--,KOG2062,PSD1A_ARATH,,,,,,
955,Cluster-67248.98759,Cv111,CDP03243.1,--,--,--,PF04568,--,-,,,,,,
956,Cluster-67248.110533,Cv111,XP_011075601.1,XM_011077299.1,--,Q9LV37,PF06293//PF00069//PF07714,KOG0660,MPK9_ARATH,,,,,,
957,Cluster-67248.70115,Cv111,XP_011086011.1,XM_011087710.1,--,--,PF04440//PF02829//PF04813//PF07716//PF06156,--,-,,,,,,
958,Cluster-67248.154895,Cv111,XP_011075927.1,XM_011077625.1,"PDCD6IP, ALIX, RIM20",Q8T7K0,PF13949,KOG2220,ALIX_DICDI,,,,,,
959,Cluster-67248.96562,Cv111,AGJ70389.1,U59477.1,--,P48620,--,--,FAD3C_SESIN,,,,,,
960,Cluster-67248.172254,Cv111,XP_012837830.1,XM_012616928.1,--,Q7LHG5,PF08915//PF01440//PF09668//PF00098,KOG0017,YI31B_YEAST,,,,,,
961,Cluster-67248.95216,Cv111,XP_011091218.1,XM_009399260.1,PHO84,Q96303,PF00083,KOG0252,PHT14_ARATH,,,,,,
962,Cluster-67248.105873,Cv111,XP_012858959.1,XM_011082971.1,--,Q6F6Y2,PF01134//PF01593//PF12831//PF05834//PF01494//PF08491//PF07992//PF11857//PF01266,--,HPXO_ACIAD,,,,,,
963,Cluster-67248.77514,Cv111,XP_012857260.1,XM_013001806.1,PDP,Q7XUC5,PF07228//PF00481,KOG0700,P2C43_ORYSJ,,,,,,
964,Cluster-24764.0,Cv111,--,--,--,--,PF06635,--,-,,,,,,
965,Cluster-67248.152119,Cv111,XP_011081258.1,--,--,Q9FGK9,--,--,MAG5_ARATH,,,,,,
966,Cluster-67248.127508,Cv111,XP_011086073.1,--,UBE2O,Q8VY10,PF05743//PF01284,KOG0895,UBC24_ARATH,,,,,,
967,Cluster-50999.1,Cv111,XP_011096583.1,--,--,--,--,--,-,,,,,,
968,Cluster-67248.104703,Cv111,XP_011078275.1,XM_011079978.1,--,Q9SL76,PF07714//PF00481//PF06436//PF00069//PF05502//PF07228,KOG0616,P2C19_ARATH,,,,,,
969,Cluster-67248.100740,Cv111,XP_007219192.1,--,--,Q41001,PF00713//PF02298,--,BCP_PEA,,,,,,
970,Cluster-67248.73575,Cv111,XP_011096760.1,--,--,Q9FKE9,--,--,RHD32_ARATH,,,,,,
971,Cluster-67248.126711,Cv111,XP_011076303.1,XM_012996686.1,--,Q50EK3,PF00067,--,C04C1_PINTA,,,,,,
972,Cluster-67248.135538,Cv111,XP_011071357.1,XM_011073055.1,--,Q9VBX1,--,KOG2030,NEMF_DROME,,,,,,
973,Cluster-67248.90533,Cv111,XP_011089489.1,XM_012979670.1,PUM,Q9ZW06,PF00806,KOG1488,PUM2_ARATH,,,,,,
974,Cluster-67248.55752,Cv111,EYU17909.1,--,--,P24397,PF03171,--,HY6H_HYONI,,,,,,
975,Cluster-67248.103996,Cv111,XP_011070909.1,KP337765.1,--,H2DH17,PF00067,KOG0158,C7A22_PANGI,,,,,,
976,Cluster-67248.102048,Cv111,XP_011092767.1,JX233817.1,"ispH, lytB",Q94B35,PF02401,--,ISPH_ARATH,,,,,,
977,Cluster-67248.126110,Cv111,XP_011078538.1,XM_012984854.1,TYRAAT,Q9LMR3,PF00208//PF02254//PF02153//PF01210//PF02826//PF02737//PF03446//PF01408//PF02558,--,TYRA2_ARATH,,,,,,
978,Cluster-67248.110525,Cv111,XP_011075601.1,XM_011077299.1,--,Q9LV37,PF07714//PF06293//PF00069,KOG0660,MPK9_ARATH,,,,,,
979,Cluster-67248.126525,Cv111,XP_011101424.1,XM_011103122.1,--,Q9VR91,PF01363//PF01763//PF07926//PF07851//PF08287//PF06377,KOG1426,HERC2_DROME,,,,,,
980,Cluster-67248.97961,Cv111,XP_012850279.1,XM_012976540.1,ARFGAP1,O80925,PF01412,KOG0704,AGD7_ARATH,,,,,,
981,Cluster-67248.28001,Cv111,XP_004247838.1,XM_012987466.1,--,Q8L730,PF13414//PF09177//PF02050//PF06009//PF13181//PF00515//PF13176//PF13374//PF08785,--,SDI2_ARATH,,,,,,
982,Cluster-67248.103724,Cv111,XP_011074840.1,XM_011094289.1,--,Q0J7U6,--,--,TPR2_ORYSJ,,,,,,
983,Cluster-67248.67347,Cv111,XP_011083413.1,XM_012974183.1,--,F4JTP5,PF07714//PF00069,KOG0192,STY46_ARATH,,,,,,
984,Cluster-67248.88872,Cv111,XP_011075230.1,XM_011076928.1,E2.4.1.82,Q94A08,PF00067,--,RFS2_ARATH,,,,,,
985,Cluster-67248.96480,Cv111,BAL42332.1,XM_012983730.1,"HSP90B, TRA1",P35016,PF00183,KOG0020,ENPL_CATRO,,,,,,
986,Cluster-67248.56524,Cv111,XP_011086889.1,XM_011088587.1,"UQCRFS1, RIP1, petA",P49729,PF03832//PF00355,KOG1671,UCRI1_TOBAC,,,,,,
987,Cluster-67248.101387,Cv111,XP_011070010.1,HG975524.1,"TC.MATE, SLC47A, norM, mdtK, dinF",F4J158,PF01554,--,DTX24_ARATH,,,,,,
988,Cluster-67248.84836,Cv111,AGN03858.1,KC417316.1,"ZEP, ABA1",Q40412,PF01494//PF08491//PF07992//PF01266//PF12831//PF00498,--,ABA2_NICPL,,,,,,
989,Cluster-67248.91509,Cv111,XP_002264385.1,XM_011101402.1,POLD1,O48901,PF00136//PF03104//PF03175,KOG0969,DPOD1_SOYBN,,,,,,
990,Cluster-67248.61895,Cv111,XP_011075548.1,XM_011077246.1,--,Q9C533,PF01529//PF06214//PF10954,KOG1311,ZDHC1_ARATH,,,,,,
991,Cluster-67248.64505,Cv111,XP_011084487.1,XM_011086185.1,SIGMA70,Q9ZNX9,PF04539,--,SIGE_ARATH,,,,,,
992,Cluster-67248.95934,Cv111,XP_011097478.1,XM_011101682.1,--,Q8W486,--,--,Y1491_ARATH,,,,,,
993,Cluster-67248.155622,Cv111,--,--,--,--,--,--,-,,,,,,
994,Cluster-67248.90923,Cv111,XP_011082808.1,XM_011084506.1,SND1,Q9FLT0,--,KOG2039,TSN2_ARATH,,,,,,
995,Cluster-67248.14743,Cv111,XP_011077776.1,CU914149.1,--,Q9FMC2,PF04136//PF00170//PF02183//PF04111//PF06156//PF03131//PF07989//PF07851//PF07716,--,BZP43_ARATH,,,,,,
996,Cluster-67248.109316,Cv111,XP_011083084.1,XM_011084782.1,MYO5,Q9LKB9,PF00063//PF01166//PF00612//PF02736//PF00005//PF07475,KOG0160,MYO6_ARATH,,,,,,
997,Cluster-67248.124064,Cv111,--,--,--,--,--,--,-,,,,,,
998,Cluster-67248.128492,Cv111,XP_011097925.1,XM_015529290.1,--,Q8GUL1,--,KOG2110,AT18G_ARATH,,,,,,
999,Cluster-67248.106241,Cv111,XP_011072914.1,XM_011074613.1,CENPE,Q8S950,PF00225//PF01025//PF07846,KOG0242,KN7A_TOBAC,,,,,,
1000,Cluster-67248.119846,Cv111,XP_011069394.1,XM_012988662.1,PSMB3,Q9XI05,PF00227,KOG0180,PSB3A_ARATH,,,,,,
1001,Cluster-67248.78704,Cv111,XP_011081726.1,XM_013002406.1,--,--,--,--,-,,,,,,
1002,Cluster-67248.157010,Cv111,XP_012839497.1,--,--,Q8W4S5,PF07714//PF00069//PF00512,--,Y5371_ARATH,,,,,,
1003,Cluster-67248.42949,Cv111,AJD25165.1,KP337671.1,CYP71D55,A6YIH8,PF00067,--,C7D55_HYOMU,,,,,,
1004,Cluster-67248.126770,Cv111,XP_012843332.1,XM_012987878.1,--,Q13439,--,--,GOGA4_HUMAN,,,,,,
1005,Cluster-67248.32882,Cv111,BAG14300.1,--,"GST, gst",Q9FE46,PF13417//PF04565//PF02798//PF13409,KOG0867,GSTFC_ARATH,,,,,,
1006,Cluster-67248.88428,Cv111,XP_002516207.1,XM_012995737.1,--,Q94A27,PF01213//PF02383,KOG1889,SAC2_ARATH,,,,,,
1007,Cluster-67248.117909,Cv111,XP_011099637.1,XM_004512006.2,--,--,--,KOG2521,-,,,,,,
1008,Cluster-67248.168288,Cv111,AHX02460.1,LC061918.1,ND1,P03888,PF00146,KOG4770,NU1M_MOUSE,,,,,,
1009,Cluster-67248.131921,Cv111,XP_011076156.1,XM_011077854.1,TPP2,F4JVN6,PF00082,KOG1114,TPPII_ARATH,,,,,,
1010,Cluster-67248.100258,Cv111,Q9ZR27.1,AB013596.1,UGT75C1,Q9ZR27,PF00201//PF01613//PF08026//PF04101//PF03033,--,5GT1_PERFR,,,,,,
1011,Cluster-67248.33328,Cv111,--,--,--,--,--,--,-,,,,,,
1012,Cluster-67248.71278,Cv111,XP_011094123.1,XM_012973270.1,E3.6.3.8,Q9SZR1,PF12515,KOG0204,ACA10_ARATH,,,,,,
1013,Cluster-67248.55678,Cv111,XP_009785964.1,XM_011075467.1,GBA2,Q5M868,PF14619,KOG2119,GBA2_RAT,,,,,,
1014,Cluster-67248.55802,Cv111,XP_011085946.1,XM_012994540.1,--,Q9FL41,PF00892,--,WTR38_ARATH,,,,,,
1015,Cluster-67248.52468,Cv111,XP_011081592.1,XM_011083291.1,MYO5,Q0WPU1,PF00437//PF00612//PF00005//PF00158//PF06414//PF00063//PF02736//PF07475,KOG0160,MYO15_ARATH,,,,,,
1016,Cluster-67248.26743,Cv111,AEF98125.1,AP014941.1,COX1,P00397,--,--,COX1_MOUSE,,,,,,
1017,Cluster-67248.148926,Cv111,XP_011085353.1,XM_011087051.1,"PRPF6, PRP6",Q9ZT71,PF06424//PF08066,KOG0495,STA1_ARATH,,,,,,
1018,Cluster-67248.35317,Cv111,XP_012827857.1,XM_012983161.1,--,--,--,--,-,,,,,,
1019,Cluster-67248.109386,Cv111,XP_009627589.1,XM_011091643.1,"VCP, CDC48",P54774,--,KOG0730,CDC48_SOYBN,,,,,,
1020,Cluster-67248.101181,Cv111,XP_011089976.1,XM_012982495.1,SCPEP1,Q67Y83,PF00450//PF03789,KOG1283,SCP51_ARATH,,,,,,
1021,Cluster-67248.71769,Cv111,XP_012857607.1,XM_013002162.1,--,Q9LF97,--,--,Y3295_ARATH,,,,,,
1022,Cluster-67248.66039,Cv111,XP_012849059.1,XM_012993605.1,"E2.7.1.90, pfk",P21343,PF00365,--,PFPB_SOLTU,,,,,,
1023,Cluster-67248.84167,Cv111,XP_011094232.1,XR_848800.1,"IPI1, TEX10",Q9NXF1,--,KOG2149,TEX10_HUMAN,,,,,,
1024,Cluster-67248.122472,Cv111,XP_011071378.1,XM_011102458.1,ACLY,Q9FGX1,PF02629,KOG1254,ACLB2_ARATH,,,,,,
1025,Cluster-67248.102146,Cv111,XP_011075414.1,XM_011077112.1,E1.4.7.1,Q9ZNZ7,PF01070//PF01645//PF01493//PF00556//PF04898,KOG0399,GLTB1_ARATH,,,,,,
1026,Cluster-67248.105443,Cv111,AGL46979.1,JX848592.1,POR,Q05001,PF00258,--,NCPR_CATRO,,,,,,
1027,Cluster-67248.84135,Cv111,XP_011092342.1,XM_011094040.1,--,--,--,KOG0161,-,,,,,,
1028,Cluster-67248.109209,Cv111,XP_012838862.1,XM_012983408.1,--,Q6IMT1,--,--,SAB_ARATH,,,,,,
1029,Cluster-67248.16964,Cv111,XP_011088015.1,XM_011089713.1,pip,P93732,PF05577,--,PIP_ARATH,,,,,,
1030,Cluster-67248.76238,Cv111,XP_011084253.1,--,"TER, TSC13, CER10",Q28892,PF02544,KOG1638,S5A2_MACFA,,,,,,
1031,Cluster-67248.95818,Cv111,XP_011094123.1,XM_011095825.1,E3.6.3.8,Q9LF79,PF02357//PF12515//PF00122,KOG0204,ACA8_ARATH,,,,,,
1032,Cluster-67248.85825,Cv111,XP_012849133.1,XM_012993679.1,APR,P92979,PF00085//PF01507//PF00578,--,APR1_ARATH,,,,,,
1033,Cluster-67248.101155,Cv111,CAA40554.1,--,--,--,--,--,-,,,,,,
1034,Cluster-67248.123333,Cv111,XP_011077237.1,XM_013002694.1,--,Q8LK56,PF10576//PF00730//PF01323,--,DME_ARATH,,,,,,
1035,Cluster-67248.112177,Cv111,XP_011100883.1,XM_011102581.1,--,P73627,--,KOG1235,Y1770_SYNY3,,,,,,
1036,Cluster-67248.124193,Cv111,XP_011091635.1,XM_011093334.1,--,Q8LPQ9,PF00076//PF08777,KOG0118,FPA_ARATH,,,,,,
1037,Cluster-67248.77251,Cv111,XP_012851940.1,--,kup,Q84YJ9,PF02705,--,HAK26_ORYSJ,,,,,,
1038,Cluster-67248.95479,Cv111,XP_011074875.1,XM_012981240.1,PIP5K,Q8L796,PF01504,KOG0229,PI5K2_ARATH,,,,,,
1039,Cluster-67248.138767,Cv111,XP_011086461.1,XM_015313334.1,--,Q67Y69,--,--,WDL7_ARATH,,,,,,
1040,Cluster-67248.98444,Cv111,AAB63581.1,--,--,Q03878,PF16367//PF00076,--,GRP1_DAUCA,,,,,,
1041,Cluster-67248.85053,Cv111,XP_012828920.1,--,--,P24397,PF03171,--,HY6H_HYONI,,,,,,
1042,Cluster-67248.82896,Cv111,XP_012840846.1,XM_012985392.1,--,Q9CAL3,PF00069//PF07714,--,CRK2_ARATH,,,,,,
1043,Cluster-67248.5117,Cv111,XP_011100778.1,XM_011102476.1,"PHIP, WDR11",Q921C3,PF00400,KOG0644,BRWD1_MOUSE,,,,,,
1044,Cluster-67248.91387,Cv111,XP_011099525.1,XM_011101227.1,--,Q6P6Y1,PF05791//PF04111//PF02050//PF05529//PF05615//PF08702//PF08941//PF07851//PF10473//PF10186//PF05929,KOG0161,K1468_DANRE,,,,,,
1045,Cluster-67248.104319,Cv111,KDO54492.1,--,--,--,PF01160,--,-,,,,,,
1046,Cluster-67248.131910,Cv111,XP_011096539.1,XM_006449603.1,--,Q8H124,PF02254//PF01370//PF01118//PF03435//PF00106//PF01113//PF00056//PF01073,KOG1430,Y2446_ARATH,,,,,,
1047,Cluster-67248.46288,Cv111,XP_011100749.1,--,CALM,--,PF00036//PF13202//PF10591//PF13499//PF13405//PF13833,KOG0027,-,,,,,,
1048,Cluster-67248.99809,Cv111,P0CC99.1,JX880022.1,ndhB,P0CC99,--,KOG3291,NU2C2_TOBAC,,,,,,
1049,Cluster-67248.85247,Cv111,XP_012852550.1,XM_011082902.1,--,Q9SU40,PF07732//PF01117//PF00394,--,SKU5_ARATH,,,,,,
1050,Cluster-67248.33599,Cv111,--,--,--,--,--,--,-,,,,,,
1051,Cluster-67248.64316,Cv111,XP_011098566.1,XM_011100265.1,E3.6.3.6,Q08435,PF00122,KOG0205,PMA1_NICPL,,,,,,
1052,Cluster-67248.102259,Cv111,XP_011074554.1,--,--,--,--,--,-,,,,,,
1053,Cluster-67248.142580,Cv111,AHJ90428.1,KC854409.1,"PDS, crtP",P80093,PF00070//PF01593//PF03721//PF06100//PF12831//PF05834//PF01494//PF09468//PF01266//PF07992,KOG0029,PDS_CAPAN,,,,,,
1054,Cluster-67248.80824,Cv111,XP_012846812.1,XM_011084577.1,ETHE1,Q9C8L4,--,KOG0814,ETHE1_ARATH,,,,,,
1055,Cluster-67248.56860,Cv111,XP_006343884.1,XM_011075965.1,--,Q9BMM8,PF07926,KOG0161,MYSP_SARSC,,,,,,
1056,Cluster-67248.104129,Cv111,XP_011087878.1,--,--,A8MQN2,--,--,LNK1_ARATH,,,,,,
1057,Cluster-67248.119589,Cv111,XP_012828627.1,XM_011092063.1,--,Q8L9X2,--,--,RBCX2_ARATH,,,,,,
1058,Cluster-67248.75779,Cv111,--,--,--,--,--,--,-,,,,,,
1059,Cluster-67248.9209,Cv111,--,--,--,--,--,--,-,,,,,,
1060,Cluster-67248.77102,Cv111,XP_011086391.1,XM_011091020.1,--,Q94A41,--,KOG3457,AMY3_ARATH,,,,,,
1061,Cluster-67248.124888,Cv111,XP_011081644.1,XM_011083342.1,NPEPPS,Q8VZH2,PF01433,KOG1046,APM1_ARATH,,,,,,
1062,Cluster-67248.93167,Cv111,XP_011088839.1,XM_011090537.1,--,--,--,--,-,,,,,,
1063,Cluster-67248.30494,Cv111,XP_012834677.1,XM_012979223.1,"CSL4, EXOSC1",O59821,PF09726//PF10447,KOG3409,CSL4_SCHPO,,,,,,
1064,Cluster-67248.90493,Cv111,XP_011088066.1,XM_011089764.1,"clpP, CLPP",Q9XJ35,--,--,CLPR1_ARATH,,,,,,
1065,Cluster-67248.42533,Cv111,XP_011093557.1,XM_009593328.1,"SLC15A3_4, PHT",Q9SZY4,PF00854,--,PTR27_ARATH,,,,,,
1066,Cluster-67248.158414,Cv111,XP_011081867.1,XM_011083565.1,--,Q6K431,--,--,TRX1_ORYSJ,,,,,,
1067,Cluster-67248.101810,Cv111,ADO17550.1,DQ334606.1,TAT,Q9FN30,PF00155//PF01212//PF00728//PF00202//PF01053,KOG0257,TAT2_ARATH,,,,,,
1068,Cluster-67248.81307,Cv111,XP_006357616.1,XM_011072829.1,--,P04635,--,--,LIP_STAHY,,,,,,
1069,Cluster-67248.99498,Cv111,XP_011079715.1,XM_011081413.1,--,Q38796,PF00046,--,LUMI_ARATH,,,,,,
1070,Cluster-67248.99428,Cv111,XP_002271792.1,XM_006440286.1,--,Q39176,PF04625,--,ERLI1_ARATH,,,,,,
1071,Cluster-67248.104134,Cv111,XP_011087878.1,XM_011094116.1,--,A8MQN2,--,--,LNK1_ARATH,,,,,,
1072,Cluster-67248.158390,Cv111,EYU39264.1,--,--,Q8VZR7,PF00854,--,PTR30_ARATH,,,,,,
1073,Cluster-67248.102583,Cv111,XP_011080382.1,XM_011091853.1,--,Q9LPR8,--,--,SCL3_ARATH,,,,,,
1074,Cluster-67248.105679,Cv111,XP_011070167.1,XM_011071865.1,--,Q9FHH2,PF07724//PF07728,KOG1051,SMAX1_ARATH,,,,,,
1075,Cluster-67248.112123,Cv111,XP_012836659.1,--,--,Q9XIF0,PF00931,--,DRL13_ARATH,,,,,,
1076,Cluster-67248.117780,Cv111,XP_011079689.1,XM_011081387.1,--,F6QV99,PF05496//PF00004//PF01695//PF00498//PF02562//PF02367//PF06068//PF07724//PF07728//PF00910//PF07726,KOG0737,ATAD1_BOVIN,,,,,,
1077,Cluster-67248.47677,Cv111,XP_012851693.1,XM_012996238.1,--,Q9SZA7,PF00005//PF00931//PF01637//PF00872,--,DRL29_ARATH,,,,,,
1078,Cluster-6227.0,Cv111,CDY52468.1,DQ244980.1,rbcS,P27985,--,--,RBS2_BRANA,,,,,,
1079,Cluster-67248.122598,Cv111,XP_012848086.1,XM_011079749.1,MYO5,F4K5J1,PF02736//PF00063,KOG0160,MYO17_ARATH,,,,,,
