,Gene_ID,Comparison,Gene_name
994,PGSC0003DMG400021170,Cv653,XP_006352980.1
995,PGSC0003DMG400023115,Cv653,XP_006356495.1
996,PGSC0003DMG400004263,Cv653,XP_006364118.1
997,PGSC0003DMG401022984,Cv653,XP_010323199.1
998,PGSC0003DMG400001422,Cv653,XP_006338451.1
999,PGSC0003DMG400021798,Cv653,XP_004235060.1
1000,PGSC0003DMG400016191,Cv653,XP_006353156.1
1001,Novel03435,Cv653,XP_006358781.1
1002,Novel00488,Cv653,XP_006349193.1
1003,PGSC0003DMG400033683,Cv653,XP_006363983.1
1004,PGSC0003DMG400007458,Cv653,XP_006366067.1
1005,PGSC0003DMG400003826,Cv653,KCW60243.1
1006,PGSC0003DMG400006231,Cv653,XP_009622855.1
1007,PGSC0003DMG401005881,Cv653,XP_006361078.1
1008,PGSC0003DMG400007365,Cv653,XP_006361754.1
1009,PGSC0003DMG400016412,Cv653,Q8GTQ9.1
1010,PGSC0003DMG400025240,Cv653,XP_006366494.1
1011,PGSC0003DMG400004851,Cv653,XP_006357387.1
1012,PGSC0003DMG400026162,Cv653,XP_006360551.1
1013,PGSC0003DMG400033898,Cv653,HG975443.1
1014,PGSC0003DMG400005719,Cv653,XP_006341611.1
1015,PGSC0003DMG400028467,Cv653,XP_004233035.1
1016,PGSC0003DMG400023752,Cv653,XP_006349397.1
1017,PGSC0003DMG400004838,Cv653,XP_006357368.1
1018,PGSC0003DMG400007830,Cv653,EIF5A2
1019,PGSC0003DMG400005157,Cv653,XR_001472812.1
1020,PGSC0003DMG400023260,Cv653,XP_006354100.1
1021,PGSC0003DMG400001590,Cv653,XP_006359670.1
1022,PGSC0003DMG400031867,Cv653,NP_001275490.1
1023,PGSC0003DMG400024017,Cv653,XP_011071377.1
1024,PGSC0003DMG400029856,Cv653,XP_006351274.1
1025,PGSC0003DMG400020553,Cv653,XR_367029.2
1026,PGSC0003DMG400003208,Cv653,XP_006347513.1
1027,Novel01500,Cv653,XP_004231577.1
1028,PGSC0003DMG400032137,Cv653,XP_006354152.1
1029,PGSC0003DMG400020719,Cv653,XP_006349419.1
1030,PGSC0003DMG400024281,Cv653,XP_004244777.1
1031,PGSC0003DMG400022032,Cv653,XP_010321792.1
1032,PGSC0003DMG400004311,Cv653,XP_006359776.1
1033,PGSC0003DMG400030947,Cv653,XP_006362034.1
1034,PGSC0003DMG400007565,Cv653,XP_004239296.1
1035,PGSC0003DMG400028129,Cv653,XP_006339192.1
1036,PGSC0003DMG400017119,Cv653,XP_006367257.1
1037,PGSC0003DMG401028784,Cv653,XP_006365408.1
1038,PGSC0003DMG400032534,Cv653,XM_015312573.1
1039,PGSC0003DMG400027532,Cv653,XP_004237879.1
1040,PGSC0003DMG400000244,Cv653,XP_006339754.1
1041,PGSC0003DMG400005528,Cv653,XP_006362125.1
1042,PGSC0003DMG400017573,Cv653,XP_004242022.1
1043,PGSC0003DMG400015153,Cv653,XP_006351424.1
1044,PGSC0003DMG400030321,Cv653,XP_006350769.1
1045,PGSC0003DMG400024715,Cv653,XP_006344679.1
1046,PGSC0003DMG400022699,Cv653,XP_006362754.1
1047,PGSC0003DMG400005612,Cv653,XP_009758418.1
1048,PGSC0003DMG400025324,Cv653,KJB83794.1
1049,Novel02908,Cv653,XP_006366035.1
1050,PGSC0003DMG400021797,Cv653,XP_006366322.1
1051,PGSC0003DMG400015602,Cv653,XP_004238712.1
1052,PGSC0003DMG400000574,Cv653,XP_004235044.1
1053,PGSC0003DMG400024214,Cv653,XP_006358585.1
1054,PGSC0003DMG402011162,Cv653,XP_006343581.1
1055,PGSC0003DMG400028781,Cv653,NP_001275109.1
1056,PGSC0003DMG400021130,Cv653,XP_010316972.1
1057,PGSC0003DMG400000984,Cv653,XP_009614230.1
1058,PGSC0003DMG400003769,Cv653,XP_007163668.1
1059,Novel00790,Cv653,XP_006363625.1
1060,PGSC0003DMG400020246,Cv653,XP_006338713.1
1061,PGSC0003DMG400023270,Cv653,AAF79822.1
1062,PGSC0003DMG400012109,Cv653,XP_006343757.1
1063,Novel00301,Cv653,XP_010325546.1
1064,PGSC0003DMG401001381,Cv653,XP_006338329.1
1065,PGSC0003DMG400030035,Cv653,XP_006353430.1
1066,PGSC0003DMG400028491,Cv653,XP_006356250.1
1067,PGSC0003DMG400004422,Cv653,XP_009804090.1
1068,PGSC0003DMG400026398,Cv653,NP_001274979.1
1069,PGSC0003DMG400012918,Cv653,XP_006356903.1
1070,Novel02747,Cv653,XP_004241863.2
1071,PGSC0003DMG400021322,Cv653,XP_006348468.1
1072,PGSC0003DMG400005097,Cv653,NP_001275255.1
1073,PGSC0003DMG400006395,Cv653,XP_009790120.1
1074,PGSC0003DMG400024659,Cv653,XP_006345167.1
1075,Novel01497,Cv653,XP_006360315.1
1076,PGSC0003DMG403015682,Cv653,XP_010312671.1
1077,PGSC0003DMG401025397,Cv653,XP_006343465.1
1078,PGSC0003DMG400011750,Cv653,XP_006357881.1
1079,PGSC0003DMG400008394,Cv653,XP_006338924.1
1080,PGSC0003DMG400001982,Cv653,XP_006365693.1
1081,PGSC0003DMG400021855,Cv653,XP_006366299.1
1082,PGSC0003DMG400011074,Cv653,XP_006339012.1
1083,PGSC0003DMG403011204,Cv653,XP_006362459.1
1084,PGSC0003DMG401027320,Cv653,XP_006360492.1
1085,PGSC0003DMG400014134,Cv653,XP_011073375.1
1086,PGSC0003DMG400013154,Cv653,XP_009796543.1
1087,PGSC0003DMG400019402,Cv653,XP_006358649.1
1088,PGSC0003DMG400022027,Cv653,XP_009795639.1
1089,PGSC0003DMG400015239,Cv653,XP_006351466.1
1090,Novel02180,Cv653,-
1091,PGSC0003DMG400023732,Cv653,XP_006351402.1
1092,PGSC0003DMG400024209,Cv653,XP_004242845.1
1093,PGSC0003DMG400000631,Cv653,XP_006364200.1
1094,PGSC0003DMG401003025,Cv653,XP_006349980.1
1095,PGSC0003DMG400000898,Cv653,XP_006351900.1
1096,PGSC0003DMG400023360,Cv653,XP_009791230.1
1097,PGSC0003DMG400014297,Cv653,XP_006353294.1
1098,PGSC0003DMG400026575,Cv653,XP_006349568.1
1099,PGSC0003DMG400011508,Cv653,XP_006359283.1
1100,PGSC0003DMG400024643,Cv653,AHZ08763.1
1101,PGSC0003DMG400008553,Cv653,XP_009601573.1
1102,PGSC0003DMG400010641,Cv653,XP_006364436.1
1103,PGSC0003DMG400013308,Cv653,XP_009586768.1
1104,PGSC0003DMG400028706,Cv653,XP_009624265.1
1105,Novel02173,Cv653,XP_006358011.1
1106,PGSC0003DMG400029628,Cv653,XP_006360343.1
1107,PGSC0003DMG400025266,Cv653,HG975440.1
1108,PGSC0003DMG402011252,Cv653,XP_006352642.1
1109,Novel02774,Cv653,XP_006347221.1
1110,PGSC0003DMG400011208,Cv653,XP_011079368.1
1111,PGSC0003DMG400006569,Cv653,XP_006366720.1
1112,PGSC0003DMG400019815,Cv653,XP_006339385.1
1113,PGSC0003DMG400014372,Cv653,XP_006352545.1
1114,PGSC0003DMG400017219,Cv653,XP_006354473.1
1115,PGSC0003DMG400008662,Cv653,XP_009617027.1
1116,PGSC0003DMG402027258,Cv653,XP_006350268.1
1117,PGSC0003DMG400018535,Cv653,XP_009588601.1
1118,PGSC0003DMG401022191,Cv653,XP_006346166.1
1119,PGSC0003DMG400013962,Cv653,XP_006352150.1
1120,PGSC0003DMG400025621,Cv653,XP_006363525.1
1121,PGSC0003DMG400022727,Cv653,XP_006358843.1
1122,PGSC0003DMG400015731,Cv653,ABA81876.1
1123,PGSC0003DMG402024850,Cv653,XP_004237729.1
1124,PGSC0003DMG401027007,Cv653,NP_001294917.1
1125,Novel02616,Cv653,XP_006363913.1
1126,PGSC0003DMG400027916,Cv653,NP_001291338.1
1127,PGSC0003DMG400015561,Cv653,XP_006363395.1
1128,PGSC0003DMG401031037,Cv653,XP_006364378.1
1129,PGSC0003DMG400003932,Cv653,XP_009599696.1
1130,PGSC0003DMG400020262,Cv653,XP_006338685.1
1131,PGSC0003DMG400030663,Cv653,XP_006357755.1
1132,PGSC0003DMG400028545,Cv653,XP_006356193.1
1133,PGSC0003DMG400010477,Cv653,XP_006339070.1
1134,PGSC0003DMG400015355,Cv653,XP_006358984.1
1135,PGSC0003DMG400000744,Cv653,XP_006360237.1
1136,PGSC0003DMG400019563,Cv653,XP_006342357.1
1137,Novel02678,Cv653,XP_006364556.1
1138,PGSC0003DMG400003625,Cv653,XP_006340704.1
1139,PGSC0003DMG400010840,Cv653,XP_008361035.1
1140,PGSC0003DMG400027752,Cv653,XP_006365713.1
1141,PGSC0003DMG400001759,Cv653,CDP06706.1
1142,PGSC0003DMG400011039,Cv653,XP_006338963.1
1143,Novel02681,Cv653,XP_009609731.1
1144,PGSC0003DMG400006769,Cv653,XP_006345389.1
1145,PGSC0003DMG400004920,Cv653,XP_006356838.1
1146,PGSC0003DMG400004652,Cv653,XP_009775939.1
1147,PGSC0003DMG400019389,Cv653,XP_006358662.1
1148,PGSC0003DMG400025523,Cv653,XP_006339361.1
1149,PGSC0003DMG400011048,Cv653,XP_006339055.1
1150,PGSC0003DMG400030794,Cv653,XP_006356683.1
1151,Novel01003,Cv653,XP_006351010.1
1152,PGSC0003DMG401024252,Cv653,XP_006362694.1
1153,PGSC0003DMG400000654,Cv653,XP_006345345.1
1154,PGSC0003DMG400012205,Cv653,XP_002304500.1
1155,PGSC0003DMG400023392,Cv653,XP_004239727.1
1156,PGSC0003DMG400007717,Cv653,CDP03810.1
1157,Novel03269,Cv653,XP_006355235.1
1158,PGSC0003DMG400016318,Cv653,XP_006350663.1
1159,PGSC0003DMG400002835,Cv653,XP_006344287.1
1160,PGSC0003DMG400003897,Cv653,XP_006354386.1
1161,PGSC0003DMG400003575,Cv653,XP_006340751.1
1162,PGSC0003DMG400012635,Cv653,XP_009611992.1
1163,PGSC0003DMG400012712,Cv653,XP_008788590.1
1164,PGSC0003DMG400014137,Cv653,XP_006341391.1
1165,PGSC0003DMG400026586,Cv653,XP_006361169.1
1166,PGSC0003DMG401029995,Cv653,XP_010312682.1
1167,PGSC0003DMG402001494,Cv653,XP_006340889.1
1168,Novel00107,Cv653,AAN78309.1
1169,PGSC0003DMG400027062,Cv653,XP_006347390.1
1170,Novel00053,Cv653,XP_004228346.1
1171,PGSC0003DMG400029485,Cv653,XP_004241917.1
1172,PGSC0003DMG400003608,Cv653,XP_009605545.1
1173,PGSC0003DMG400000621,Cv653,XP_006364217.1
1174,PGSC0003DMG400009192,Cv653,XP_006342851.1
1175,PGSC0003DMG400022511,Cv653,XP_009771923.1
1176,PGSC0003DMG400017556,Cv653,XP_006363893.1
1177,PGSC0003DMG400024853,Cv653,XP_011101883.1
1178,Novel03176,Cv653,XP_006343827.1
1179,PGSC0003DMG400020376,Cv653,XP_006340025.1
1180,PGSC0003DMG400019831,Cv653,XP_006341348.1
1181,PGSC0003DMG400027472,Cv653,XP_006343551.1
1182,PGSC0003DMG400007429,Cv653,XP_004250067.1
1183,PGSC0003DMG401025150,Cv653,XP_006363421.1
1184,Novel00473,Cv653,XM_015314001.1
1185,PGSC0003DMG401002270,Cv653,XP_006367973.1
1186,PGSC0003DMG400015969,Cv653,XP_006337998.1
1187,PGSC0003DMG400017160,Cv653,XP_006354455.1
1188,PGSC0003DMG400010612,Cv653,XP_006356854.1
1189,PGSC0003DMG400011531,Cv653,XP_006359278.1
1190,PGSC0003DMG400008865,Cv653,XP_006339137.1
1191,PGSC0003DMG400015273,Cv653,Q42656.1
1192,PGSC0003DMG400014954,Cv653,XP_006340061.1
1193,PGSC0003DMG400010870,Cv653,XP_006360888.1
1194,Novel00333,Cv653,XP_006344652.1
1195,PGSC0003DMG400007672,Cv653,XR_368959.2
1196,Novel02039,Cv653,XR_001474331.1
1197,PGSC0003DMG400001191,Cv653,XP_006367329.1
1198,PGSC0003DMG400027792,Cv653,XP_006364965.1
1199,PGSC0003DMG400013779,Cv653,XP_004242931.1
1200,PGSC0003DMG400011375,Cv653,XP_006359382.1
1201,PGSC0003DMG400000985,Cv653,XP_006350942.1
1202,PGSC0003DMG400025545,Cv653,XP_006367614.1
1203,PGSC0003DMG400009588,Cv653,NP_001275221.1
1204,PGSC0003DMG400005661,Cv653,NP_001274783.1
1205,PGSC0003DMG400030328,Cv653,XP_006350785.1
1206,PGSC0003DMG401016407,Cv653,XP_006348525.1
1207,PGSC0003DMG400028607,Cv653,XP_006361862.1
1208,PGSC0003DMG400001221,Cv653,XP_009629950.1
1209,PGSC0003DMG400028381,Cv653,XP_004239067.1
1210,PGSC0003DMG401015175,Cv653,XP_006351459.1
1211,PGSC0003DMG400018269,Cv653,XP_006358486.1
1212,PGSC0003DMG400007787,Cv653,XP_006350000.1
1213,PGSC0003DMG400011321,Cv653,XP_006342797.1
1214,PGSC0003DMG400030911,Cv653,XP_006358301.1
1215,PGSC0003DMG402022984,Cv653,XP_006362459.1
1216,PGSC0003DMG400025109,Cv653,XR_367383.2
1217,Novel02125,Cv653,HG975448.1
1218,PGSC0003DMG400008364,Cv653,XP_006364793.1
1219,PGSC0003DMG400000670,Cv653,XP_006357955.1
1220,PGSC0003DMG400025931,Cv653,XP_006346509.1
1221,PGSC0003DMG400003057,Cv653,XP_006358892.1
1222,PGSC0003DMG402018475,Cv653,XP_009770822.1
1223,PGSC0003DMG400007336,Cv653,NP_001274973.1
1224,Novel02834,Cv653,XP_006366900.1
1225,PGSC0003DMG400015505,Cv653,XP_006346998.1
1226,PGSC0003DMG400000193,Cv653,AAA81580.1
1227,PGSC0003DMG400017812,Cv653,XP_006363855.1
1228,PGSC0003DMG400022554,Cv653,XP_006343349.1
1229,PGSC0003DMG400005192,Cv653,XP_006349147.1
1230,PGSC0003DMG400010031,Cv653,XP_006338249.1
1231,PGSC0003DMG400012971,Cv653,XP_006362557.1
1232,Novel03480,Cv653,XR_001471612.1
1233,PGSC0003DMG400021812,Cv653,XP_002459748.1
1234,PGSC0003DMG400017484,Cv653,XP_006340011.1
1235,PGSC0003DMG400023849,Cv653,XP_004252847.1
1236,PGSC0003DMG400004597,Cv653,XP_010314731.1
1237,PGSC0003DMG400020272,Cv653,HG975443.1
1238,PGSC0003DMG402009603,Cv653,XP_006367512.1
1239,PGSC0003DMG401014059,Cv653,XP_006344157.1
1240,PGSC0003DMG400011702,Cv653,XP_004228456.1
1241,PGSC0003DMG400025860,Cv653,XP_006346349.1
1242,PGSC0003DMG400000310,Cv653,XR_001474146.1
1243,PGSC0003DMG400025495,Cv653,XP_006367280.1
1244,PGSC0003DMG400028165,Cv653,XP_006339127.1
1245,Novel00698,Cv653,XP_004249459.2
1246,PGSC0003DMG400027281,Cv653,XP_006350183.1
1247,PGSC0003DMG400000425,Cv653,P37120.1
1248,PGSC0003DMG400006571,Cv653,XP_006358839.1
1249,PGSC0003DMG400024929,Cv653,XP_006349349.1
1250,PGSC0003DMG402002771,Cv653,XP_009801775.1
1251,PGSC0003DMG401023562,Cv653,XP_006346768.1
1252,PGSC0003DMG400028666,Cv653,XP_006350963.1
1253,PGSC0003DMG400000951,Cv653,XP_006355865.1
1254,PGSC0003DMG402003479,Cv653,XP_006348413.1
1255,PGSC0003DMG400012196,Cv653,XP_006343956.1
1256,PGSC0003DMG400007597,Cv653,XP_006367241.1
1257,PGSC0003DMG400006049,Cv653,XP_006351130.1
1258,PGSC0003DMG400011754,Cv653,Q84P54.1
1259,Novel00021,Cv653,XP_004236603.2
1260,Novel00845,Cv653,XP_010312671.1
1261,PGSC0003DMG400010123,Cv653,XP_006353910.1
1262,PGSC0003DMG400009264,Cv653,NP_001294917.1
1263,PGSC0003DMG400018397,Cv653,XP_006357538.1
1264,PGSC0003DMG400015383,Cv653,XP_006358943.1
1265,PGSC0003DMG400026871,Cv653,XP_004228511.1
1266,PGSC0003DMG400008844,Cv653,XP_004246426.1
1267,PGSC0003DMG400006122,Cv653,XP_006362998.1
1268,PGSC0003DMG400004262,Cv653,CDP16244.1
1269,PGSC0003DMG400028479,Cv653,XP_006358155.1
1270,PGSC0003DMG400007385,Cv653,XP_006361534.1
1271,PGSC0003DMG400029924,Cv653,XP_004240738.1
1272,Novel03543,Cv653,AC237669.1
1273,PGSC0003DMG401015928,Cv653,XP_009602223.1
1274,PGSC0003DMG400011132,Cv653,XP_010265627.1
1275,PGSC0003DMG400013512,Cv653,XP_006356430.1
1276,PGSC0003DMG400031421,Cv653,XP_006367057.1
1277,PGSC0003DMG400005442,Cv653,XP_006366939.1
1278,PGSC0003DMG401015009,Cv653,XP_006346813.1
1279,PGSC0003DMG400029435,Cv653,XP_006342540.1
1280,Novel00044,Cv653,XP_009593238.1
1281,PGSC0003DMG401026960,Cv653,XP_006347366.1
1282,PGSC0003DMG400013417,Cv653,XP_006356074.1
1283,PGSC0003DMG400030872,Cv653,XP_006364462.1
1284,PGSC0003DMG400027045,Cv653,NP_001274913.1
1285,PGSC0003DMG402031447,Cv653,XP_006350141.1
1286,PGSC0003DMG400000243,Cv653,XP_006339806.1
1287,PGSC0003DMG400007013,Cv653,XP_004240068.1
1288,PGSC0003DMG400018372,Cv653,XP_009604896.1
1289,PGSC0003DMG400000484,Cv653,XP_006338579.1
1290,PGSC0003DMG400026072,Cv653,XP_009628481.1
1291,PGSC0003DMG400009985,Cv653,XP_006342141.1
1292,PGSC0003DMG400007658,Cv653,XP_009773624.1
1293,PGSC0003DMG402023841,Cv653,XP_006365794.1
1294,PGSC0003DMG400010291,Cv653,XP_004247237.1
1295,PGSC0003DMG400014695,Cv653,AAP80667.1
1296,PGSC0003DMG400003229,Cv653,XP_006347490.1
1297,PGSC0003DMG400033127,Cv653,XP_006356526.1
1298,PGSC0003DMG400012164,Cv653,XP_006343891.1
1299,PGSC0003DMG400024843,Cv653,XP_006356275.1
1300,PGSC0003DMG400029894,Cv653,XP_006345633.1
1301,Novel01618,Cv653,XP_006338226.1
1302,PGSC0003DMG400024363,Cv653,XP_006360929.1
1303,PGSC0003DMG400028104,Cv653,XP_006339247.1
1304,PGSC0003DMG400005372,Cv653,XP_006341285.1
1305,PGSC0003DMG400010149,Cv653,XP_006353931.1
1306,PGSC0003DMG402001731,Cv653,XP_006361767.1
1307,PGSC0003DMG400013227,Cv653,XP_006368018.1
1308,PGSC0003DMG400000279,Cv653,XP_006353532.1
1309,PGSC0003DMG400021676,Cv653,XP_006366005.1
1310,PGSC0003DMG400000805,Cv653,XP_006362524.1
1311,PGSC0003DMG400028694,Cv653,XP_006345886.1
1312,PGSC0003DMG402011782,Cv653,XP_006365541.1
1313,PGSC0003DMG400017976,Cv653,XP_006360316.1
1314,Novel01919,Cv653,XP_006345175.1
1315,Novel02951,Cv653,XP_006344567.1
1316,PGSC0003DMG400001197,Cv653,XP_006366978.1
1317,Novel00508,Cv653,XP_006345456.1
1318,PGSC0003DMG400003042,Cv653,XP_006358890.1
1319,PGSC0003DMG402029813,Cv653,XP_006344885.1
1320,Novel02947,Cv653,XP_004242877.1
1321,PGSC0003DMG400013007,Cv653,XP_006342376.1
1322,PGSC0003DMG400009402,Cv653,XP_006348840.1
1323,PGSC0003DMG400030336,Cv653,XP_006350797.1
1324,PGSC0003DMG400019033,Cv653,XP_009774827.1
1325,PGSC0003DMG400000167,Cv653,XP_006339560.1
1326,PGSC0003DMG400003779,Cv653,XP_006342040.1
1327,Novel00415,Cv653,XP_004228505.1
1328,PGSC0003DMG400014580,Cv653,XP_006344135.1
1329,PGSC0003DMG400027086,Cv653,CDP14595.1
1330,PGSC0003DMG400030422,Cv653,XP_006350790.1
1331,PGSC0003DMG400015194,Cv653,XP_006351486.1
1332,PGSC0003DMG400002914,Cv653,XP_006345227.1
1333,PGSC0003DMG400009992,Cv653,XP_006342156.1
1334,Novel02052,Cv653,XP_006340466.1
1335,PGSC0003DMG400016317,Cv653,XP_006350661.1
1336,PGSC0003DMG400022380,Cv653,XP_006347069.1
1337,PGSC0003DMG400007155,Cv653,XP_006347216.1
1338,Novel01627,Cv653,XP_006338605.1
1339,PGSC0003DMG400003527,Cv653,XP_004232433.1
1340,PGSC0003DMG400022778,Cv653,XP_011070555.1
1341,PGSC0003DMG400000236,Cv653,XP_006339732.1
1342,Novel01535,Cv653,XP_006362602.1
1343,PGSC0003DMG402029274,Cv653,NP_001275178.1
1344,PGSC0003DMG400011041,Cv653,XP_004249675.1
1345,PGSC0003DMG400002890,Cv653,XP_006345229.1
1346,PGSC0003DMG400024723,Cv653,XP_006344694.1
1347,PGSC0003DMG400020813,Cv653,XP_009784717.1
1348,PGSC0003DMG400028265,Cv653,XP_006339114.1
1349,PGSC0003DMG400027434,Cv653,XP_006338151.1
1350,Novel01640,Cv653,XP_006356132.1
1351,PGSC0003DMG400003593,Cv653,XP_006340789.1
1352,PGSC0003DMG400022608,Cv653,XP_006357215.1
1353,PGSC0003DMG400014198,Cv653,XP_006341379.1
1354,PGSC0003DMG400013270,Cv653,XP_006352371.1
1355,PGSC0003DMG400005113,Cv653,XP_006367093.1
1356,PGSC0003DMG400024766,Cv653,XP_009788533.1
1357,PGSC0003DMG400017946,Cv653,XP_006356899.1
1358,PGSC0003DMG400003238,Cv653,XP_006353972.1
1359,PGSC0003DMG400018924,Cv653,XP_009588337.1
1360,PGSC0003DMG402024210,Cv653,ABK42076.1
1361,PGSC0003DMG400009982,Cv653,XP_006342129.1
1362,PGSC0003DMG400022921,Cv653,XP_006365366.1
1363,PGSC0003DMG400006131,Cv653,XP_006363020.1
1364,PGSC0003DMG400016367,Cv653,XP_006348532.1
1365,PGSC0003DMG400022418,Cv653,XP_009593200.1
1366,PGSC0003DMG400019232,Cv653,NP_001293105.1
1367,PGSC0003DMG400000128,Cv653,XP_007154493.1
1368,PGSC0003DMG400008270,Cv653,XP_006349615.1
1369,PGSC0003DMG400015127,Cv653,XP_006355760.1
1370,PGSC0003DMG400030363,Cv653,XP_006350844.1
1371,PGSC0003DMG400031403,Cv653,XP_009803874.1
1372,PGSC0003DMG400005628,Cv653,XP_006341626.1
1373,PGSC0003DMG400008545,Cv653,NP_001234667.1
1374,PGSC0003DMG400009975,Cv653,XP_006342115.1
1375,PGSC0003DMG400018408,Cv653,XP_006355111.1
1376,PGSC0003DMG400024478,Cv653,XP_006345021.1
1377,PGSC0003DMG400026233,Cv653,XP_006359242.1
1378,PGSC0003DMG402011362,Cv653,XP_006359413.1
1379,PGSC0003DMG400021276,Cv653,AHN10101.1
1380,PGSC0003DMG400026283,Cv653,XP_004244513.1
1381,PGSC0003DMG400028983,Cv653,XP_010322030.1
1382,PGSC0003DMG402007970,Cv653,XP_006354881.1
1383,PGSC0003DMG400013695,Cv653,XP_006360642.1
1384,PGSC0003DMG401003767,Cv653,XP_006342013.1
1385,PGSC0003DMG400015245,Cv653,NP_001274819.1
1386,PGSC0003DMG400014117,Cv653,XP_006365766.1
1387,PGSC0003DMG400007683,Cv653,XP_009620840.1
1388,Novel02868,Cv653,XP_006353768.1
1389,PGSC0003DMG400010987,Cv653,XP_004249802.1
1390,PGSC0003DMG400028617,Cv653,XP_004251900.1
1391,PGSC0003DMG402021564,Cv653,XP_006354339.1
1392,PGSC0003DMG400012967,Cv653,XP_006362563.1
1393,PGSC0003DMG400024075,Cv653,XP_006362682.1
1394,PGSC0003DMG400017807,Cv653,XP_004250717.2
1395,PGSC0003DMG400019024,Cv653,XP_006367651.1
1396,Novel02815,Cv653,XP_006361662.1
1397,PGSC0003DMG400019936,Cv653,XP_006366566.1
1398,PGSC0003DMG400030998,Cv653,XP_006365236.1
1399,Novel00182,Cv653,AEH25587.1
1400,PGSC0003DMG400023880,Cv653,XP_006361938.1
1401,PGSC0003DMG400030855,Cv653,XP_006364463.1
1402,PGSC0003DMG400003520,Cv653,XP_006340649.1
1403,PGSC0003DMG401025314,Cv653,XP_006357338.1
1404,PGSC0003DMG400020552,Cv653,XP_006344086.1
1405,PGSC0003DMG400018607,Cv653,XP_006357612.1
1406,PGSC0003DMG401032194,Cv653,XP_006354176.1
1407,PGSC0003DMG400022078,Cv653,XP_006344605.1
1408,PGSC0003DMG400026181,Cv653,XP_006360539.1
1409,PGSC0003DMG400000965,Cv653,XP_006355268.1
1410,PGSC0003DMG400008285,Cv653,NP_001275252.1
1411,PGSC0003DMG400001690,Cv653,KDO85434.1
1412,PGSC0003DMG400029938,Cv653,XP_009620998.1
1413,PGSC0003DMG400017171,Cv653,XP_004247731.1
1414,PGSC0003DMG400000871,Cv653,XP_006363936.1
1415,PGSC0003DMG400031288,Cv653,XP_006366852.1
1416,PGSC0003DMG400025015,Cv653,XP_002459748.1
1417,PGSC0003DMG400022496,Cv653,XP_006347826.1
1418,PGSC0003DMG400006003,Cv653,XP_006360469.1
1419,PGSC0003DMG402029198,Cv653,XP_006365934.1
1420,PGSC0003DMG400011888,Cv653,XP_006366088.1
1421,Novel01060,Cv653,XP_006351700.1
1422,PGSC0003DMG400016847,Cv653,AAL16783.1
1423,PGSC0003DMG400028728,Cv653,XP_006361646.1
1424,PGSC0003DMG400016138,Cv653,XP_006353178.1
1425,PGSC0003DMG402008903,Cv653,XP_009597230.1
1426,PGSC0003DMG400002261,Cv653,XP_006366076.1
1427,PGSC0003DMG400009007,Cv653,XP_006349195.1
1428,PGSC0003DMG400006735,Cv653,XP_006350359.1
1429,PGSC0003DMG400022413,Cv653,XP_006347126.1
1430,PGSC0003DMG400011222,Cv653,XP_010323223.1
1431,PGSC0003DMG400020286,Cv653,XP_006344359.1
1432,PGSC0003DMG400005214,Cv653,XP_009762959.1
1433,Novel00997,Cv653,XP_004247905.1
1434,PGSC0003DMG400025380,Cv653,HG975450.1
1435,Novel00341,Cv653,XP_009593371.1
1436,PGSC0003DMG400005609,Cv653,XP_006341669.1
1437,PGSC0003DMG400033858,Cv653,P04045.2
1438,PGSC0003DMG400016491,Cv653,XP_006348106.1
1439,PGSC0003DMG402000567,Cv653,XP_006347567.1
1440,PGSC0003DMG400016808,Cv653,XP_004228499.1
1441,PGSC0003DMG400008673,Cv653,XP_009601274.1
1442,PGSC0003DMG400015511,Cv653,XP_006346967.1
1443,PGSC0003DMG402020117,Cv653,XP_006352792.1
1444,Novel00374,Cv653,HG975449.1
1445,Novel02107,Cv653,XP_006338095.1
1446,PGSC0003DMG402002283,Cv653,XM_006339911.2
1447,PGSC0003DMG400007058,Cv653,XP_006348340.1
1448,PGSC0003DMG400005503,Cv653,XP_006349583.1
1449,PGSC0003DMG400030262,Cv653,XP_006365786.1
1450,PGSC0003DMG400025816,Cv653,XP_006346463.1
1451,PGSC0003DMG400019272,Cv653,XP_006360110.1
1452,PGSC0003DMG400004284,Cv653,XP_009798814.1
1453,PGSC0003DMG400006385,Cv653,XP_006364982.1
1454,PGSC0003DMG400030381,Cv653,XP_006350927.1
1455,PGSC0003DMG401027896,Cv653,XP_006367270.1
1456,PGSC0003DMG400008171,Cv653,XP_006351242.1
1457,PGSC0003DMG400016236,Cv653,XP_006353234.1
1458,PGSC0003DMG400001808,Cv653,XP_009800228.1
1459,PGSC0003DMG400008098,Cv653,XP_006340162.1
1460,Novel00169,Cv653,XP_006366541.1
1461,PGSC0003DMG400029350,Cv653,XP_006342416.1
1462,PGSC0003DMG402017409,Cv653,XP_006357669.1
1463,PGSC0003DMG401024222,Cv653,XP_006353592.1
1464,PGSC0003DMG400029774,Cv653,XP_006351829.1
1465,PGSC0003DMG401021124,Cv653,XP_006353014.1
1466,PGSC0003DMG400031551,Cv653,AAL16783.1
1467,PGSC0003DMG400022398,Cv653,XP_006347158.1
1468,PGSC0003DMG400019454,Cv653,XP_006347749.1
1469,PGSC0003DMG400012235,Cv653,XP_009784759.1
1470,PGSC0003DMG400031467,Cv653,XP_006340068.1
1471,PGSC0003DMG400026508,Cv653,XP_004241929.1
1472,PGSC0003DMG400018937,Cv653,XP_009760761.1
