,Gene_ID,Comparison,Gene_name
1048,Cluster-67248.99809,Cv111,P0CC99.1
1049,Cluster-67248.85247,Cv111,XP_012852550.1
1050,Cluster-67248.33599,Cv111,-
1051,Cluster-67248.64316,Cv111,XP_011098566.1
1052,Cluster-67248.102259,Cv111,XP_011074554.1
1053,Cluster-67248.142580,Cv111,AHJ90428.1
1054,Cluster-67248.80824,Cv111,XP_012846812.1
1055,Cluster-67248.56860,Cv111,XP_006343884.1
1056,Cluster-67248.104129,Cv111,XP_011087878.1
1057,Cluster-67248.119589,Cv111,XP_012828627.1
1058,Cluster-67248.75779,Cv111,-
1059,Cluster-67248.9209,Cv111,-
1060,Cluster-67248.77102,Cv111,XP_011086391.1
1061,Cluster-67248.124888,Cv111,XP_011081644.1
1062,Cluster-67248.93167,Cv111,XP_011088839.1
1063,Cluster-67248.30494,Cv111,XP_012834677.1
1064,Cluster-67248.90493,Cv111,XP_011088066.1
1065,Cluster-67248.42533,Cv111,XP_011093557.1
1066,Cluster-67248.158414,Cv111,XP_011081867.1
1067,Cluster-67248.101810,Cv111,ADO17550.1
1068,Cluster-67248.81307,Cv111,XP_006357616.1
1069,Cluster-67248.99498,Cv111,XP_011079715.1
1070,Cluster-67248.99428,Cv111,XP_002271792.1
1071,Cluster-67248.104134,Cv111,XP_011087878.1
1072,Cluster-67248.158390,Cv111,EYU39264.1
1073,Cluster-67248.102583,Cv111,XP_011080382.1
1074,Cluster-67248.105679,Cv111,XP_011070167.1
1075,Cluster-67248.112123,Cv111,XP_012836659.1
1076,Cluster-67248.117780,Cv111,XP_011079689.1
1077,Cluster-67248.47677,Cv111,XP_012851693.1
1078,Cluster-6227.0,Cv111,CDY52468.1
1079,Cluster-67248.122598,Cv111,XP_012848086.1
1080,Cluster-67248.126666,Cv111,EYU22769.1
1081,Cluster-67248.127660,Cv111,XP_011070358.1
1082,Cluster-67248.98385,Cv111,XP_012838271.1
1083,Cluster-67248.98690,Cv111,XP_012830892.1
1084,Cluster-67248.111402,Cv111,XP_012844806.1
1085,Cluster-40622.0,Cv111,XP_009538854.1
1086,Cluster-67248.65363,Cv111,XP_011086200.1
1087,Cluster-67248.147797,Cv111,XP_011080081.1
1088,Cluster-67248.117401,Cv111,XP_011086337.1
1089,Cluster-67248.47827,Cv111,XP_011082482.1
1090,Cluster-67248.145082,Cv111,XP_012851177.1
1091,Cluster-67248.122761,Cv111,XP_011082819.1
1092,Cluster-67248.118489,Cv111,XP_011088677.1
1093,Cluster-67248.135381,Cv111,XP_011101704.1
1094,Cluster-67248.109518,Cv111,XP_011098331.1
1095,Cluster-67248.72035,Cv111,-
1096,Cluster-67248.74239,Cv111,XP_012836583.1
1097,Cluster-67248.133219,Cv111,XP_011101343.1
1098,Cluster-67248.27951,Cv111,XP_011083599.1
1099,Cluster-21903.0,Cv111,CDY28754.1
1100,Cluster-67248.172501,Cv111,XP_011098426.1
1101,Cluster-67248.102393,Cv111,XP_011081596.1
1102,Cluster-67248.31524,Cv111,XP_011086666.1
1103,Cluster-67248.99907,Cv111,XP_012856579.1
1104,Cluster-67248.87634,Cv111,XP_011101273.1
1105,Cluster-67248.153887,Cv111,XP_011075303.1
1106,Cluster-67248.99291,Cv111,AGN03859.1
1107,Cluster-67248.118166,Cv111,XP_011094185.1
1108,Cluster-67248.90479,Cv111,XP_011100511.1
1109,Cluster-67248.133712,Cv111,XP_011098562.1
1110,Cluster-67248.2555,Cv111,-
1111,Cluster-67248.95935,Cv111,XP_011075079.1
1112,Cluster-67248.85225,Cv111,XR_847581.1
1113,Cluster-67248.128050,Cv111,XP_011095857.1
1114,Cluster-67248.140637,Cv111,XP_011097420.1
1115,Cluster-67248.131608,Cv111,XP_011092457.1
1116,Cluster-67248.101173,Cv111,XP_011096313.1
1117,Cluster-67248.131393,Cv111,XP_011090985.1
1118,Cluster-29250.0,Cv111,XP_002972931.1
1119,Cluster-67248.126767,Cv111,XP_011101522.1
1120,Cluster-67248.95858,Cv111,XP_011078439.1
1121,Cluster-67248.103373,Cv111,ABI48361.1
1122,Cluster-67248.122323,Cv111,XP_011093631.1
1123,Cluster-57140.0,Cv111,EJK76797.1
1124,Cluster-67248.105101,Cv111,XP_011037629.1
1125,Cluster-67248.65881,Cv111,XP_012841109.1
1126,Cluster-5852.0,Cv111,XP_009103939.1
1127,Cluster-37303.0,Cv111,XP_011086200.1
1128,Cluster-67248.135500,Cv111,XP_011086959.1
1129,Cluster-67248.47429,Cv111,XP_011092919.1
1130,Cluster-67248.96071,Cv111,XP_011072897.1
1131,Cluster-67248.25091,Cv111,XP_011078928.1
1132,Cluster-67248.101605,Cv111,XP_011078691.1
1133,Cluster-67248.130869,Cv111,XP_011090733.1
1134,Cluster-67248.99280,Cv111,AAB63581.1
1135,Cluster-67248.92437,Cv111,XM_003516877.3
1136,Cluster-67248.98079,Cv111,XP_011081228.1
1137,Cluster-67248.95363,Cv111,Q9ZR27.1
1138,Cluster-67248.101159,Cv111,XP_011100362.1
1139,Cluster-67248.130930,Cv111,XP_011099881.1
1140,Cluster-67248.147808,Cv111,XP_011090271.1
1141,Cluster-67248.96993,Cv111,XP_011097021.1
1142,Cluster-67248.70181,Cv111,XP_011089844.1
1143,Cluster-67245.1,Cv111,XP_005837516.1
1144,Cluster-67248.94942,Cv111,XP_011076460.1
1145,Cluster-67248.110931,Cv111,XP_011099754.1
1146,Cluster-67248.55330,Cv111,XP_012842920.1
1147,Cluster-67248.162870,Cv111,XP_011081844.1
1148,Cluster-67248.83888,Cv111,XP_011079565.1
1149,Cluster-67248.110650,Cv111,XP_011083609.1
1150,Cluster-67248.56880,Cv111,XP_012850715.1
1151,Cluster-67248.22719,Cv111,XP_012846138.1
1152,Cluster-67248.98532,Cv111,AAR88661.1
1153,Cluster-67248.104317,Cv111,XP_012836020.1
1154,Cluster-67248.101981,Cv111,XP_011098005.1
1155,Cluster-67248.111609,Cv111,-
1156,Cluster-67248.143707,Cv111,XP_011089553.1
1157,Cluster-67248.55407,Cv111,XP_012858419.1
1158,Cluster-67248.122837,Cv111,XP_012843541.1
1159,Cluster-67248.88133,Cv111,XP_011099132.1
1160,Cluster-67248.111491,Cv111,XP_011076596.1
1161,Cluster-67248.110328,Cv111,XP_011074191.1
1162,Cluster-67248.95189,Cv111,XP_011076737.1
1163,Cluster-67248.44968,Cv111,XP_011075969.1
1164,Cluster-67248.126128,Cv111,XP_012455452.1
1165,Cluster-67248.116659,Cv111,XP_009619793.1
1166,Cluster-67248.114906,Cv111,XP_011085625.1
1167,Cluster-67248.163216,Cv111,XP_011081763.1
1168,Cluster-67248.124067,Cv111,-
1169,Cluster-67248.88480,Cv111,XP_011081722.1
1170,Cluster-67248.45606,Cv111,EYU20852.1
1171,Cluster-67248.112295,Cv111,AGN03858.1
1172,Cluster-67248.75159,Cv111,XP_011100883.1
1173,Cluster-67248.97954,Cv111,XP_011078360.1
1174,Cluster-67248.161898,Cv111,XP_011080022.1
1175,Cluster-67248.59309,Cv111,XP_011092883.1
1176,Cluster-67248.95718,Cv111,XP_011072124.1
1177,Cluster-67248.115901,Cv111,XP_011083207.1
1178,Cluster-67248.130477,Cv111,XP_011099661.1
1179,Cluster-67248.103574,Cv111,XP_011088370.1
1180,Cluster-67248.105794,Cv111,XP_011087290.1
1181,Cluster-67248.44437,Cv111,AJD25184.1
1182,Cluster-67248.132201,Cv111,AGO59234.1
1183,Cluster-67248.83102,Cv111,XP_011098140.1
1184,Cluster-67248.99336,Cv111,XP_011088370.1
1185,Cluster-67248.53353,Cv111,XP_011069665.1
1186,Cluster-67248.164029,Cv111,EYU28901.1
1187,Cluster-67248.107483,Cv111,XP_011087713.1
1188,Cluster-73908.0,Cv111,EF471214.1
1189,Cluster-67248.86752,Cv111,XP_012840242.1
1190,Cluster-67248.139013,Cv111,XP_011069547.1
1191,Cluster-67248.99295,Cv111,CAD20576.2
1192,Cluster-67248.110830,Cv111,XP_011092343.1
1193,Cluster-67248.131965,Cv111,XP_011082476.1
1194,Cluster-67248.81853,Cv111,XP_011083339.1
1195,Cluster-67248.52317,Cv111,XP_006478407.1
1196,Cluster-67248.56857,Cv111,XP_006343884.1
1197,Cluster-67248.103589,Cv111,AEZ55668.1
1198,Cluster-67248.123147,Cv111,XP_011090867.1
1199,Cluster-67248.65894,Cv111,-
1200,Cluster-67248.109973,Cv111,XP_012856001.1
1201,Cluster-67248.101627,Cv111,XP_011085569.1
1202,Cluster-67248.76022,Cv111,XP_011080338.1
1203,Cluster-67248.107469,Cv111,XP_011088006.1
1204,Cluster-67248.145869,Cv111,XP_011080322.1
1205,Cluster-67248.135037,Cv111,-
1206,Cluster-67248.154177,Cv111,XP_011083028.1
1207,Cluster-67248.75777,Cv111,-
1208,Cluster-67248.133452,Cv111,XP_011094749.1
1209,Cluster-67248.98500,Cv111,AAG43519.1
1210,Cluster-67248.87294,Cv111,XP_012837579.1
1211,Cluster-67248.92191,Cv111,XP_011071705.1
1212,Cluster-67248.141064,Cv111,XP_012829376.1
1213,Cluster-67248.75640,Cv111,XP_011092586.1
1214,Cluster-67248.103005,Cv111,XP_011090144.1
1215,Cluster-67248.102329,Cv111,BAG31948.1
1216,Cluster-67248.100441,Cv111,XP_011087878.1
1217,Cluster-67248.121789,Cv111,XP_011077233.1
1218,Cluster-67248.145568,Cv111,XP_011077103.1
1219,Cluster-67248.129489,Cv111,XP_012832740.1
1220,Cluster-67248.100665,Cv111,XP_011098135.1
1221,Cluster-67248.61015,Cv111,XP_003637074.1
1222,Cluster-67248.69112,Cv111,XP_011077705.1
1223,Cluster-67248.161649,Cv111,XP_011085883.1
1224,Cluster-67248.131260,Cv111,XP_011089680.1
1225,Cluster-67248.44691,Cv111,XP_011069886.1
1226,Cluster-67248.92568,Cv111,XP_011090976.1
1227,Cluster-67248.96954,Cv111,AJD25173.1
1228,Cluster-67248.132441,Cv111,XP_012856476.1
1229,Cluster-67248.96973,Cv111,AFL91694.1
1230,Cluster-67248.75172,Cv111,XP_012827533.1
1231,Cluster-67248.30503,Cv111,XP_012830310.1
1232,Cluster-67248.88066,Cv111,AJD25218.1
1233,Cluster-5860.1,Cv111,CDY06222.1
1234,Cluster-67248.101834,Cv111,AAK15640.1
1235,Cluster-67248.12019,Cv111,XP_011071396.1
1236,Cluster-67248.109567,Cv111,XP_011094752.1
1237,Cluster-67248.100188,Cv111,XP_011090671.1
1238,Cluster-67248.74317,Cv111,XP_011078778.1
1239,Cluster-67248.169715,Cv111,-
1240,Cluster-67248.111395,Cv111,XP_012856436.1
1241,Cluster-67248.115373,Cv111,XP_012838757.1
1242,Cluster-67248.145457,Cv111,XP_011099129.1
1243,Cluster-67248.117876,Cv111,XP_011074917.1
1244,Cluster-67248.75354,Cv111,XP_011085147.1
1245,Cluster-67248.34947,Cv111,-
1246,Cluster-67248.86850,Cv111,XP_011070593.1
1247,Cluster-67248.102389,Cv111,XP_011093758.1
1248,Cluster-67248.104195,Cv111,XP_011075396.1
1249,Cluster-67248.97627,Cv111,XP_011073390.1
1250,Cluster-67248.99537,Cv111,XP_012829819.1
1251,Cluster-67248.94104,Cv111,AJQ20637.1
1252,Cluster-67248.83163,Cv111,XP_011086447.1
1253,Cluster-67248.1520,Cv111,XP_011084456.1
1254,Cluster-67248.102099,Cv111,XP_011084078.1
1255,Cluster-67248.145779,Cv111,XP_011088277.1
1256,Cluster-67248.92208,Cv111,XP_011094843.1
1257,Cluster-67248.113479,Cv111,XP_011088032.1
1258,Cluster-67248.114284,Cv111,XP_011070024.1
1259,Cluster-67248.63030,Cv111,XP_011087494.1
1260,Cluster-67248.21861,Cv111,XP_012849630.1
1261,Cluster-67248.111490,Cv111,XP_011076596.1
1262,Cluster-67248.59697,Cv111,XP_012852797.1
1263,Cluster-67248.54303,Cv111,XP_011090202.1
1264,Cluster-67248.120716,Cv111,XP_012840316.1
1265,Cluster-67248.154997,Cv111,XP_011084264.1
1266,Cluster-67248.117649,Cv111,XP_011090758.1
1267,Cluster-67248.102869,Cv111,XP_011087205.1
1268,Cluster-67248.57750,Cv111,XP_011101640.1
1269,Cluster-67248.101091,Cv111,ABG49392.1
1270,Cluster-67248.19473,Cv111,XP_011079884.1
1271,Cluster-67248.88075,Cv111,XP_006338398.1
1272,Cluster-67248.120533,Cv111,XP_012837992.1
1273,Cluster-67248.65001,Cv111,XP_011076597.1
1274,Cluster-67248.45605,Cv111,EYU20852.1
1275,Cluster-67248.150525,Cv111,XP_011094503.1
1276,Cluster-67248.96060,Cv111,XP_012854823.1
1277,Cluster-67248.99044,Cv111,XP_011092655.1
1278,Cluster-67248.61679,Cv111,ABN06064.1
1279,Cluster-67248.122844,Cv111,XP_011089928.1
1280,Cluster-67248.84043,Cv111,CDP16352.1
1281,Cluster-67248.88523,Cv111,-
1282,Cluster-67248.101154,Cv111,XP_010050059.1
1283,Cluster-67248.145280,Cv111,XP_011075933.1
1284,Cluster-67248.97256,Cv111,XP_011073379.1
1285,Cluster-67248.63699,Cv111,XP_011086974.1
1286,Cluster-67248.33867,Cv111,XP_011071316.1
1287,Cluster-67248.58313,Cv111,XP_011091174.1
1288,Cluster-67248.115953,Cv111,AIE89796.1
1289,Cluster-67248.100933,Cv111,XP_011096830.1
1290,Cluster-67248.115579,Cv111,XP_012852726.1
1291,Cluster-68372.6,Cv111,CDP05824.1
1292,Cluster-67248.85593,Cv111,XP_008384889.1
1293,Cluster-67248.108559,Cv111,XP_011081770.1
1294,Cluster-67248.15643,Cv111,XP_009768441.1
1295,Cluster-67248.68738,Cv111,XP_012830558.1
1296,Cluster-67248.43471,Cv111,XP_011075026.1
1297,Cluster-67248.87066,Cv111,NP_001268127.1
1298,Cluster-67248.60251,Cv111,XP_011093940.1
1299,Cluster-67248.101392,Cv111,XP_011070010.1
1300,Cluster-67248.122438,Cv111,XP_011097480.1
1301,Cluster-67248.115365,Cv111,XP_011073379.1
1302,Cluster-67248.90133,Cv111,XP_011079310.1
1303,Cluster-67248.106408,Cv111,-
1304,Cluster-67248.102674,Cv111,XP_011080354.1
1305,Cluster-41989.0,Cv111,XP_011100074.1
1306,Cluster-37327.1,Cv111,-
1307,Cluster-67248.155081,Cv111,XP_011099675.1
1308,Cluster-67248.100456,Cv111,XP_011100419.1
1309,Cluster-67248.96043,Cv111,XP_011072821.1
1310,Cluster-67248.51641,Cv111,XP_011084069.1
1311,Cluster-67248.87670,Cv111,XP_011085404.1
1312,Cluster-67248.101806,Cv111,ADO17550.1
1313,Cluster-67248.100189,Cv111,CDO99107.1
1314,Cluster-67248.100616,Cv111,XP_011070403.1
1315,Cluster-67248.75778,Cv111,-
1316,Cluster-67248.116648,Cv111,XP_011081001.1
1317,Cluster-67248.25232,Cv111,XP_011094018.1
1318,Cluster-67248.83907,Cv111,-
1319,Cluster-67248.99591,Cv111,XP_012828609.1
1320,Cluster-67248.107998,Cv111,XP_011074134.1
1321,Cluster-67248.106442,Cv111,XP_011083139.1
1322,Cluster-67248.71349,Cv111,EYU46685.1
1323,Cluster-67248.88518,Cv111,AHJ90431.1
1324,Cluster-67248.129638,Cv111,-
1325,Cluster-34321.0,Cv111,XP_010318701.1
1326,Cluster-67248.117317,Cv111,XP_011092371.1
1327,Cluster-67248.68619,Cv111,XP_011072453.1
1328,Cluster-67248.107762,Cv111,XP_011099748.1
1329,Cluster-67248.101757,Cv111,-
1330,Cluster-67248.96555,Cv111,XP_011070403.1
1331,Cluster-29414.0,Cv111,XP_008608886.1
1332,Cluster-67248.152668,Cv111,XP_011101558.1
1333,Cluster-67248.81267,Cv111,EPS58657.1
1334,Cluster-67248.144670,Cv111,XP_011091081.1
1335,Cluster-67248.86826,Cv111,XP_011077233.1
1336,Cluster-67248.148730,Cv111,XP_011083200.1
1337,Cluster-67248.74121,Cv111,EYU43683.1
1338,Cluster-67248.143278,Cv111,XP_012833270.1
1339,Cluster-67248.78856,Cv111,XP_012850262.1
1340,Cluster-67248.104638,Cv111,XP_011099600.1
1341,Cluster-67248.87401,Cv111,XP_011099661.1
1342,Cluster-67248.115543,Cv111,XP_011097233.1
1343,Cluster-67248.131487,Cv111,XP_011093773.1
1344,Cluster-67248.30566,Cv111,XP_011098534.1
1345,Cluster-67248.124528,Cv111,XP_011098835.1
1346,Cluster-67248.89650,Cv111,XP_011079291.1
1347,Cluster-67248.101089,Cv111,XP_011091282.1
1348,Cluster-67248.138702,Cv111,XP_012857337.1
1349,Cluster-67248.101068,Cv111,XP_011070270.1
1350,Cluster-67248.174527,Cv111,XP_011073806.1
1351,Cluster-67248.106335,Cv111,XP_007027053.1
1352,Cluster-67248.105162,Cv111,XP_011101270.1
1353,Cluster-67248.121969,Cv111,XP_011072850.1
1354,Cluster-67248.50398,Cv111,XP_011082968.1
1355,Cluster-67248.55128,Cv111,AFC36356.1
1356,Cluster-67248.98475,Cv111,XP_011096129.1
1357,Cluster-67248.108385,Cv111,XP_004302715.1
1358,Cluster-67248.80043,Cv111,XP_011090448.1
1359,Cluster-67248.158164,Cv111,XP_011091175.1
1360,Cluster-67248.89076,Cv111,XP_011096156.1
1361,Cluster-67248.89397,Cv111,XP_011093822.1
1362,Cluster-67248.102102,Cv111,XP_011082825.1
1363,Cluster-67248.137389,Cv111,XP_011082482.1
1364,Cluster-67248.81345,Cv111,XP_011079368.1
1365,Cluster-67248.89070,Cv111,-
1366,Cluster-67248.74768,Cv111,XP_012837411.1
1367,Cluster-67248.66363,Cv111,XP_011077808.1
1368,Cluster-67248.120535,Cv111,AGS47792.1
1369,Cluster-67248.81492,Cv111,XP_009593732.1
1370,Cluster-67248.168613,Cv111,XP_011081015.1
1371,Cluster-67248.103778,Cv111,XP_011090562.1
1372,Cluster-67248.80259,Cv111,XP_012834870.1
1373,Cluster-67248.64954,Cv111,XP_011071979.1
1374,Cluster-67248.99228,Cv111,XP_012858684.1
1375,Cluster-67248.64066,Cv111,XP_011079678.1
1376,Cluster-67248.75006,Cv111,XP_007035433.1
1377,Cluster-67248.97742,Cv111,XP_011095559.1
1378,Cluster-67248.53203,Cv111,XP_011074863.1
1379,Cluster-67248.91024,Cv111,XP_011091330.1
1380,Cluster-67248.95837,Cv111,XP_011088501.1
1381,Cluster-67248.32878,Cv111,BAG14300.1
1382,Cluster-67248.102848,Cv111,XP_003600541.1
1383,Cluster-67248.135660,Cv111,XP_010030020.1
1384,Cluster-67248.172380,Cv111,XP_011079437.1
1385,Cluster-67248.105166,Cv111,XP_011090445.1
1386,Cluster-67248.54663,Cv111,XP_011093908.1
1387,Cluster-67248.112801,Cv111,XP_011074161.1
1388,Cluster-67248.67334,Cv111,XP_011077573.1
1389,Cluster-27014.0,Cv111,XP_001768467.1
1390,Cluster-67248.80000,Cv111,XP_011069396.1
1391,Cluster-67248.98307,Cv111,XP_011096660.1
1392,Cluster-67248.58782,Cv111,XP_011091230.1
1393,Cluster-67248.98761,Cv111,XP_011091406.1
1394,Cluster-67248.100528,Cv111,-
1395,Cluster-67248.34781,Cv111,XP_011096823.1
1396,Cluster-67248.80260,Cv111,XP_011077134.1
1397,Cluster-67248.63103,Cv111,XP_011094499.1
1398,Cluster-67248.74718,Cv111,EYU21848.1
1399,Cluster-67248.166864,Cv111,AGW27212.1
1400,Cluster-67248.136415,Cv111,XP_011088070.1
1401,Cluster-67248.100552,Cv111,XP_011099140.1
1402,Cluster-67248.102589,Cv111,XP_011086200.1
1403,Cluster-67248.127849,Cv111,XP_011076351.1
1404,Cluster-67248.83971,Cv111,XP_012836842.1
1405,Cluster-67248.98417,Cv111,XP_006430603.1
1406,Cluster-67248.132953,Cv111,XP_011089749.1
1407,Cluster-67248.22144,Cv111,XP_011091157.1
1408,Cluster-67248.57925,Cv111,XP_011098353.1
1409,Cluster-67248.62054,Cv111,AJQ20610.1
1410,Cluster-67248.132709,Cv111,XP_011096127.1
1411,Cluster-67248.75055,Cv111,XP_011083399.1
1412,Cluster-67248.148433,Cv111,XP_011085831.1
1413,Cluster-67248.123636,Cv111,XP_011095568.1
1414,Cluster-67248.89429,Cv111,AIE15763.1
1415,Cluster-67248.126669,Cv111,XP_012853017.1
1416,Cluster-67248.79238,Cv111,XP_011101042.1
1417,Cluster-67248.15938,Cv111,XP_012832182.1
1418,Cluster-67248.99487,Cv111,XP_011087878.1
1419,Cluster-67248.110128,Cv111,XP_011070908.1
1420,Cluster-67248.55630,Cv111,XP_011082540.1
1421,Cluster-67248.150416,Cv111,XP_011098513.1
1422,Cluster-67248.112128,Cv111,-
1423,Cluster-67248.118177,Cv111,XP_011094186.1
1424,Cluster-67248.110073,Cv111,XP_011096959.1
1425,Cluster-67248.2681,Cv111,XP_002292812.1
1426,Cluster-67248.116654,Cv111,XP_011081001.1
1427,Cluster-67248.106748,Cv111,XP_011088124.1
1428,Cluster-67248.99225,Cv111,XP_012858684.1
1429,Cluster-67248.70748,Cv111,XP_012850885.1
1430,Cluster-67248.105668,Cv111,XP_006446365.1
1431,Cluster-67248.129896,Cv111,XP_012851178.1
1432,Cluster-67248.98110,Cv111,XP_012858247.1
1433,Cluster-67248.56573,Cv111,EYU22103.1
1434,Cluster-67248.87649,Cv111,XP_011071198.1
1435,Cluster-67248.113704,Cv111,XP_011097226.1
1436,Cluster-67248.148419,Cv111,XP_011074160.1
1437,Cluster-67248.92088,Cv111,CAA40554.1
1438,Cluster-67248.74369,Cv111,XP_011080338.1
1439,Cluster-67248.117607,Cv111,XP_011098303.1
1440,Cluster-67248.63435,Cv111,AAR28757.1
1441,Cluster-67248.57030,Cv111,-
1442,Cluster-67248.138436,Cv111,XP_012843844.1
1443,Cluster-67248.121666,Cv111,XP_009783113.1
1444,Cluster-67248.18729,Cv111,XP_009768114.1
1445,Cluster-67248.152260,Cv111,XP_011081963.1
1446,Cluster-67248.109614,Cv111,AGW27197.1
1447,Cluster-67248.115728,Cv111,XP_011085407.1
1448,Cluster-67248.100533,Cv111,XP_012842864.1
1449,Cluster-5770.1,Cv111,XP_009116903.1
1450,Cluster-67248.115945,Cv111,XP_012832193.1
1451,Cluster-67248.55801,Cv111,XP_011085946.1
1452,Cluster-67248.112610,Cv111,XP_012833148.1
1453,Cluster-67248.132445,Cv111,XP_011092368.1
1454,Cluster-67248.82138,Cv111,XP_011089727.1
1455,Cluster-67248.39152,Cv111,XP_011087849.1
1456,Cluster-67248.102823,Cv111,XP_011070055.1
1457,Cluster-67248.81659,Cv111,XP_012843373.1
1458,Cluster-67248.115553,Cv111,XP_011097233.1
1459,Cluster-67248.135550,Cv111,XP_011098125.1
1460,Cluster-67248.110185,Cv111,XP_010315704.1
1461,Cluster-67248.101419,Cv111,XP_012849677.1
1462,Cluster-67248.100752,Cv111,XP_012827462.1
1463,Cluster-67248.96096,Cv111,XP_012857616.1
1464,Cluster-67248.96943,Cv111,XP_011097847.1
1465,Cluster-67248.22994,Cv111,XP_012833863.1
1466,Cluster-67248.85579,Cv111,AAL83251.1
1467,Cluster-67248.145378,Cv111,-
1468,Cluster-67248.98815,Cv111,EYU43851.1
1469,Cluster-67248.96862,Cv111,XP_011083049.1
1470,Cluster-67248.106499,Cv111,XP_011100717.1
1471,Cluster-67248.96714,Cv111,XP_006430603.1
1472,Cluster-67248.79820,Cv111,XP_011075956.1
1473,Cluster-67248.90888,Cv111,XP_011083851.1
1474,Cluster-67248.131901,Cv111,XP_012835226.1
1475,Cluster-67248.118085,Cv111,XP_011077209.1
1476,Cluster-67248.93194,Cv111,XP_011083695.1
1477,Cluster-67248.54301,Cv111,XP_011080478.1
1478,Cluster-67248.111945,Cv111,XP_011101289.1
1479,Cluster-67248.1946,Cv111,XP_002896997.1
1480,Cluster-67248.75809,Cv111,AEZ55670.1
1481,Cluster-67248.92042,Cv111,XP_011100750.1
1482,Cluster-67248.99964,Cv111,-
1483,Cluster-67248.102580,Cv111,XP_011080381.1
1484,Cluster-67248.108640,Cv111,XP_004508998.1
1485,Cluster-67248.107835,Cv111,AAT02218.1
1486,Cluster-67248.99585,Cv111,EYU19014.1
1487,Cluster-67248.64955,Cv111,XP_011071979.1
1488,Cluster-67248.87944,Cv111,XP_011091375.1
1489,Cluster-67248.98425,Cv111,EPS60447.1
1490,Cluster-67248.99115,Cv111,XP_012844807.1
1491,Cluster-67248.112145,Cv111,XP_008231476.1
1492,Cluster-67248.130547,Cv111,XP_011090575.1
1493,Cluster-67248.100667,Cv111,XP_011070547.1
1494,Cluster-68895.0,Cv111,XP_007215966.1
1495,Cluster-53550.0,Cv111,XP_009524162.1
1496,Cluster-67248.96569,Cv111,XP_011084486.1
1497,Cluster-67248.52724,Cv111,XP_011096404.1
1498,Cluster-67248.143939,Cv111,XP_011093578.1
1499,Cluster-67248.106114,Cv111,XP_011096198.1
1500,Cluster-67248.127863,Cv111,XP_011087731.1
1501,Cluster-67248.139716,Cv111,XP_011075955.1
1502,Cluster-67248.37856,Cv111,XP_009764258.1
1503,Cluster-67248.130662,Cv111,XP_012858247.1
1504,Cluster-67248.97883,Cv111,XP_012834613.1
1505,Cluster-67248.93476,Cv111,XP_011073704.1
1506,Cluster-67248.32556,Cv111,XP_011077943.1
1507,Cluster-67248.84229,Cv111,XP_010276124.1
1508,Cluster-67248.66368,Cv111,XP_011077808.1
1509,Cluster-67248.119185,Cv111,XP_011076674.1
1510,Cluster-67248.148421,Cv111,XP_012838913.1
1511,Cluster-67248.101042,Cv111,XP_011079475.1
1512,Cluster-67248.108515,Cv111,XP_011095120.1
1513,Cluster-67248.107142,Cv111,XP_011082125.1
1514,Cluster-67248.52306,Cv111,XP_011087940.1
1515,Cluster-67248.53188,Cv111,-
1516,Cluster-67248.101496,Cv111,XP_011073378.1
1517,Cluster-67248.83843,Cv111,XP_011081711.1
1518,Cluster-67248.97436,Cv111,ADM48810.1
1519,Cluster-67248.65027,Cv111,XP_011096196.1
1520,Cluster-67248.97479,Cv111,XP_003522619.2
1521,Cluster-67248.98511,Cv111,P13851.1
1522,Cluster-67248.71352,Cv111,XP_011083129.1
1523,Cluster-67248.146823,Cv111,XP_011081567.1
1524,Cluster-67248.94803,Cv111,XP_011080593.1
1525,Cluster-67248.83096,Cv111,XP_011087915.1
1526,Cluster-67248.130868,Cv111,XP_011090735.1
1527,Cluster-67248.78428,Cv111,XP_011099667.1
1528,Cluster-67248.104561,Cv111,AAM12880.1
1529,Cluster-67248.99916,Cv111,XP_011082976.1
1530,Cluster-67248.130879,Cv111,XP_011090733.1
1531,Cluster-67248.98283,Cv111,XP_011100940.1
1532,Cluster-67248.79543,Cv111,XP_011087988.1
1533,Cluster-67248.110595,Cv111,XP_011096774.1
1534,Cluster-67248.42824,Cv111,XP_011082482.1
1535,Cluster-67248.147119,Cv111,XP_012854528.1
1536,Cluster-67248.87881,Cv111,XP_002530279.1
1537,Cluster-67248.4354,Cv111,AIF75332.1
1538,Cluster-67248.94338,Cv111,AAB39387.1
1539,Cluster-67248.103587,Cv111,AEZ55668.1
1540,Cluster-67248.93175,Cv111,XP_011083071.1
1541,Cluster-67248.109517,Cv111,XP_011098331.1
1542,Cluster-67248.96645,Cv111,-
1543,Cluster-67248.96312,Cv111,CDP00563.1
1544,Cluster-67248.92017,Cv111,XP_012855911.1
1545,Cluster-67248.158990,Cv111,XP_011080534.1
1546,Cluster-67248.157289,Cv111,XP_011077890.1
1547,Cluster-32704.0,Cv111,XP_011074906.1
1548,Cluster-67248.81781,Cv111,AJD25173.1
1549,Cluster-67248.91090,Cv111,XP_011087878.1
1550,Cluster-67248.103623,Cv111,XP_012838581.1
1551,Cluster-67248.55245,Cv111,XP_011096261.1
1552,Cluster-67248.33940,Cv111,-
1553,Cluster-67248.93424,Cv111,XP_011071979.1
1554,Cluster-67248.89080,Cv111,XP_010473784.1
1555,Cluster-67248.99210,Cv111,XP_011092342.1
1556,Cluster-67248.63364,Cv111,XP_011074201.1
