,Gene_ID,Comparison,Gene_name
1051,Cluster-15354.69378,Cv653,CDX80101.1
1052,Cluster-15354.89697,Cv653,XP_010503296.1
1053,Cluster-15354.61101,Cv653,XP_006391003.1
1054,Cluster-15354.85265,Cv653,XP_009118102.1
1055,Cluster-15354.36513,Cv653,XP_009146876.1
1056,Cluster-15354.77852,Cv653,CDX70538.1
1057,Cluster-15354.90508,Cv653,CDY14980.1
1058,Cluster-15354.49227,Cv653,XM_009111882.1
1059,Cluster-15354.48097,Cv653,XP_009132168.1
1060,Cluster-15354.83378,Cv653,XM_009111186.1
1061,Cluster-15354.131914,Cv653,XM_013827644.1
1062,Cluster-15354.86585,Cv653,XP_009137369.1
1063,Cluster-15354.69086,Cv653,XP_009122015.1
1064,Cluster-15354.99409,Cv653,CDY37885.1
1065,Cluster-15354.54196,Cv653,XM_013786166.1
1066,Cluster-15354.40636,Cv653,XM_009112346.1
1067,Cluster-15354.74090,Cv653,XP_009146913.1
1068,Cluster-33273.0,Cv653,BAJ93233.1
1069,Cluster-15354.83775,Cv653,XP_009130561.1
1070,Cluster-15354.74608,Cv653,XM_013851811.1
1071,Cluster-15354.89263,Cv653,CDX93907.1
1072,Cluster-15354.74611,Cv653,CDY16605.1
1073,Cluster-15354.97601,Cv653,XP_009132955.1
1074,Cluster-15354.82717,Cv653,CDX91024.1
1075,Cluster-15354.79033,Cv653,XP_009114819.1
1076,Cluster-15354.81516,Cv653,AC189248.2
1077,Cluster-15354.81435,Cv653,XP_006418433.1
1078,Cluster-15354.39963,Cv653,XP_009137701.1
1079,Cluster-15354.93149,Cv653,XP_006398853.1
1080,Cluster-15354.91998,Cv653,XP_009134559.1
1081,Cluster-15354.6928,Cv653,CDY21655.1
1082,Cluster-15354.80611,Cv653,CDY13910.1
1083,Cluster-15354.90888,Cv653,XM_009126998.1
1084,Cluster-15354.83517,Cv653,AAF79822.1
1085,Cluster-15354.85632,Cv653,XP_009113389.1
1086,Cluster-15354.80463,Cv653,XP_009101543.1
1087,Cluster-15354.91364,Cv653,XM_009137650.1
1088,Cluster-15354.150772,Cv653,XP_009110909.1
1089,Cluster-15354.47145,Cv653,XP_009102154.1
1090,Cluster-15354.84576,Cv653,XP_009126140.1
1091,Cluster-15354.122843,Cv653,CDX68718.1
1092,Cluster-15354.46589,Cv653,XP_009146457.1
1093,Cluster-15354.61100,Cv653,NP_001288866.1
1094,Cluster-15354.27615,Cv653,XR_627590.1
1095,Cluster-15354.98539,Cv653,XM_013894421.1
1096,Cluster-15354.84092,Cv653,CDY47132.1
1097,Cluster-15354.104242,Cv653,CDY36929.1
1098,Cluster-15354.129633,Cv653,XP_009118331.1
1099,Cluster-15354.64803,Cv653,XM_009139905.1
1100,Cluster-15354.45244,Cv653,CDY50688.1
1101,Cluster-15354.75151,Cv653,XM_013880412.1
1102,Cluster-44418.0,Cv653,KU953389.1
1103,Cluster-15354.45591,Cv653,XM_013735995.1
1104,Cluster-15354.108210,Cv653,CDY33992.1
1105,Cluster-15354.80711,Cv653,CDY32738.1
1106,Cluster-15354.39134,Cv653,CDY02460.1
1107,Cluster-15354.122413,Cv653,XP_006395989.1
1108,Cluster-15354.9013,Cv653,XP_009151659.1
1109,Cluster-15354.121490,Cv653,XP_009109546.1
1110,Cluster-15354.77617,Cv653,U21745.1
1111,Cluster-15354.8530,Cv653,CDY63877.1
1112,Cluster-15354.125451,Cv653,CDY27049.1
1113,Cluster-15354.43078,Cv653,CDY19716.1
1114,Cluster-15354.77501,Cv653,XM_009151678.1
1115,Cluster-15354.5177,Cv653,XM_013837963.1
1116,Cluster-15354.97611,Cv653,CDY27934.1
1117,Cluster-15354.92869,Cv653,XP_010469257.1
1118,Cluster-15354.133526,Cv653,XP_009138838.1
1119,Cluster-15354.126198,Cv653,XP_009150258.1
1120,Cluster-15354.82402,Cv653,XP_002876924.1
1121,Cluster-15354.87075,Cv653,XP_006408818.1
1122,Cluster-15354.91784,Cv653,XP_006402658.1
1123,Cluster-15354.104324,Cv653,XM_013786168.1
1124,Cluster-15354.20511,Cv653,CDY33121.1
1125,Cluster-15354.99187,Cv653,XP_010484572.1
1126,Cluster-15354.7155,Cv653,XM_013787977.1
1127,Cluster-15354.5770,Cv653,CDY28885.1
1128,Cluster-15354.97008,Cv653,CDY02275.1
1129,Cluster-15354.102368,Cv653,CDX69825.1
1130,Cluster-15354.70007,Cv653,XP_006395930.1
1131,Cluster-15354.83400,Cv653,CDY07472.1
1132,Cluster-15354.80032,Cv653,XM_009105784.1
1133,Cluster-15354.71125,Cv653,CDY15726.1
1134,Cluster-15354.13469,Cv653,XM_009136434.1
1135,Cluster-15354.92431,Cv653,XP_009108178.1
1136,Cluster-15354.103977,Cv653,XP_009149258.1
1137,Cluster-15354.107813,Cv653,XP_009121535.1
1138,Cluster-15354.80249,Cv653,CDY51388.1
1139,Cluster-15354.52420,Cv653,XP_009147796.1
1140,Cluster-15354.143144,Cv653,CDX96039.1
1141,Cluster-15354.83474,Cv653,CDX86338.1
1142,Cluster-15354.65790,Cv653,CDX95049.1
1143,Cluster-15354.89585,Cv653,XM_013841402.1
1144,Cluster-15354.62799,Cv653,XP_009107829.1
1145,Cluster-15354.117310,Cv653,CDY57985.1
1146,Cluster-15354.80011,Cv653,XP_009116264.1
1147,Cluster-15354.53950,Cv653,NP_001288853.1
1148,Cluster-15354.64228,Cv653,XP_010524627.1
1149,Cluster-15354.101349,Cv653,XP_009109277.1
1150,Cluster-15354.127358,Cv653,XP_009115003.1
1151,Cluster-15354.47144,Cv653,CDY29435.1
1152,Cluster-15354.79058,Cv653,XP_009117003.1
1153,Cluster-15354.83117,Cv653,XP_009138668.1
1154,Cluster-15354.99108,Cv653,NP_195869.1
1155,Cluster-15354.43424,Cv653,XP_009140696.1
1156,Cluster-15354.84801,Cv653,XP_010558953.1
1157,Cluster-15354.55579,Cv653,XP_009119818.1
1158,Cluster-15354.116962,Cv653,XP_009119596.1
1159,Cluster-15354.91060,Cv653,XP_009114221.1
1160,Cluster-15354.141679,Cv653,AC172871.2
1161,Cluster-15354.76691,Cv653,XP_009120876.1
1162,Cluster-15354.128716,Cv653,XP_009151447.1
1163,Cluster-15354.42735,Cv653,XP_009108788.1
1164,Cluster-15354.114567,Cv653,XM_009143374.1
1165,Cluster-15354.78390,Cv653,XM_009153647.1
1166,Cluster-15354.69183,Cv653,XP_009150615.1
1167,Cluster-15354.106203,Cv653,CDY16935.1
1168,Cluster-15354.82547,Cv653,XP_002892492.1
1169,Cluster-15354.92332,Cv653,XM_013882389.1
1170,Cluster-15354.71608,Cv653,XP_002530635.1
1171,Cluster-15354.76682,Cv653,XP_009115646.1
1172,Cluster-15354.157,Cv653,XP_009103656.1
1173,Cluster-15354.77776,Cv653,XM_013778127.1
1174,Cluster-15354.34715,Cv653,CDX91525.1
1175,Cluster-15354.76962,Cv653,XP_009136314.1
1176,Cluster-15354.69967,Cv653,XP_009105106.1
1177,Cluster-15354.130808,Cv653,CDX69950.1
1178,Cluster-15354.49637,Cv653,CDX90350.1
1179,Cluster-15354.126604,Cv653,CDY14496.1
1180,Cluster-15354.25136,Cv653,XP_009124331.1
1181,Cluster-15354.35078,Cv653,XP_009146951.1
1182,Cluster-15354.44567,Cv653,XP_009138693.1
1183,Cluster-15354.86284,Cv653,XP_009111381.1
1184,Cluster-15354.128549,Cv653,XR_001265270.1
1185,Cluster-15354.96407,Cv653,XP_009106578.1
1186,Cluster-15354.70532,Cv653,XM_013808667.1
1187,Cluster-15354.82185,Cv653,XP_009143574.1
1188,Cluster-15354.94693,Cv653,XP_009110592.1
1189,Cluster-15354.46581,Cv653,XM_013755973.1
1190,Cluster-15354.87806,Cv653,CDY22239.1
1191,Cluster-15354.101243,Cv653,XM_009149764.1
1192,Cluster-15354.84820,Cv653,XP_009101796.1
1193,Cluster-15354.83961,Cv653,CDX85584.1
1194,Cluster-15354.97121,Cv653,XP_009141248.1
1195,Cluster-15354.88332,Cv653,XP_009145052.1
1196,Cluster-15354.79510,Cv653,XP_009148283.1
1197,Cluster-15354.101343,Cv653,XP_009150586.1
1198,Cluster-15354.80892,Cv653,XP_009126493.1
1199,Cluster-15354.62862,Cv653,XP_009142205.1
1200,Cluster-15354.93854,Cv653,XP_009148911.1
1201,Cluster-15354.78088,Cv653,XM_013856509.1
1202,Cluster-15354.78607,Cv653,CDY72301.1
1203,Cluster-15354.133326,Cv653,XP_009105799.1
1204,Cluster-15354.83027,Cv653,XP_009149557.1
1205,Cluster-15354.90653,Cv653,XP_009148977.1
1206,Cluster-15354.148169,Cv653,CDX93773.1
1207,Cluster-15354.125545,Cv653,XM_013743380.1
1208,Cluster-15354.77602,Cv653,XM_013765771.1
1209,Cluster-15354.61145,Cv653,XP_007016537.1
1210,Cluster-15354.99774,Cv653,CDX78620.1
1211,Cluster-15354.83515,Cv653,CDY29519.1
1212,Cluster-15354.141250,Cv653,XP_009150597.1
1213,Cluster-15354.87776,Cv653,XM_013883562.1
1214,Cluster-15354.24989,Cv653,CDX97438.1
1215,Cluster-15354.36569,Cv653,CDX87356.1
1216,Cluster-15354.84471,Cv653,XP_009131334.1
1217,Cluster-15354.68163,Cv653,CDY48845.1
1218,Cluster-15354.23564,Cv653,XM_013808110.1
1219,Cluster-15354.89303,Cv653,CDY44763.1
1220,Cluster-15354.46934,Cv653,XP_009127408.1
1221,Cluster-15354.86849,Cv653,XM_006412977.1
1222,Cluster-15354.114404,Cv653,XM_013787804.1
1223,Cluster-15354.81935,Cv653,XP_009129856.1
1224,Cluster-15354.80734,Cv653,CDX98974.1
1225,Cluster-15354.69352,Cv653,XP_009140519.1
1226,Cluster-15354.108597,Cv653,XM_009142250.1
1227,Cluster-15354.6318,Cv653,XP_009124873.1
1228,Cluster-15354.19919,Cv653,XP_009117180.1
1229,Cluster-15354.125452,Cv653,CDY27049.1
1230,Cluster-15354.82033,Cv653,XM_013830311.1
1231,Cluster-15354.82253,Cv653,XP_009151895.1
1232,Cluster-15354.49088,Cv653,CDX95757.1
1233,Cluster-15354.89271,Cv653,XM_009106251.1
1234,Cluster-15354.91057,Cv653,CDX78701.1
1235,Cluster-15354.32438,Cv653,XP_009121235.1
1236,Cluster-15354.60109,Cv653,XP_002884545.1
1237,Cluster-15354.125250,Cv653,CDX69820.1
1238,Cluster-15354.82949,Cv653,XM_009121274.1
1239,Cluster-15354.72552,Cv653,CDY34418.1
1240,Cluster-15354.127794,Cv653,-
1241,Cluster-15354.116648,Cv653,CDY25588.1
1242,Cluster-15354.93747,Cv653,CDY37333.1
1243,Cluster-15354.114069,Cv653,XP_009130471.1
1244,Cluster-15354.82831,Cv653,XP_009133812.1
1245,Cluster-15354.73060,Cv653,CDY23637.1
1246,Cluster-15354.75536,Cv653,XP_009118327.1
1247,Cluster-15354.357,Cv653,XP_009145725.1
1248,Cluster-15354.74664,Cv653,CDX75641.1
1249,Cluster-15354.58076,Cv653,XP_009136319.1
1250,Cluster-15354.89394,Cv653,XM_009117142.1
1251,Cluster-15354.135245,Cv653,XP_009145949.1
1252,Cluster-15354.130201,Cv653,XP_009109235.1
1253,Cluster-15354.116977,Cv653,CDX83140.1
1254,Cluster-15354.73368,Cv653,XM_009143290.1
1255,Cluster-15354.100360,Cv653,XP_009136619.1
1256,Cluster-15354.83764,Cv653,NP_001189891.1
1257,Cluster-15354.85335,Cv653,XP_009119523.1
1258,Cluster-15354.76674,Cv653,XP_009115390.1
1259,Cluster-15354.46972,Cv653,CDY11542.1
1260,Cluster-15354.51427,Cv653,XP_009139190.1
1261,Cluster-15354.41734,Cv653,XP_009147865.1
1262,Cluster-15354.76182,Cv653,CDY05135.1
1263,Cluster-15354.144246,Cv653,NP_001288831.1
1264,Cluster-15354.62962,Cv653,CDY51195.1
1265,Cluster-15354.129648,Cv653,KFK30377.1
1266,Cluster-15354.47836,Cv653,XP_009150229.1
1267,Cluster-15354.58736,Cv653,XP_010416082.1
1268,Cluster-15354.100214,Cv653,XP_009104554.1
1269,Cluster-15354.83460,Cv653,CDX79562.1
1270,Cluster-15354.58458,Cv653,CDY05315.1
1271,Cluster-15354.112478,Cv653,XP_009150243.1
1272,Cluster-15354.14426,Cv653,XP_009139250.1
1273,Cluster-15354.81290,Cv653,XP_006295105.1
1274,Cluster-15354.70938,Cv653,XM_013765599.1
1275,Cluster-15354.61105,Cv653,NP_001288866.1
1276,Cluster-15354.110878,Cv653,XP_010536812.1
1277,Cluster-15354.83631,Cv653,XM_009103296.1
1278,Cluster-15354.85973,Cv653,XP_009109562.1
1279,Cluster-15354.39611,Cv653,CDX75458.1
1280,Cluster-15354.78455,Cv653,XM_013812164.1
1281,Cluster-15354.28512,Cv653,XP_009124275.1
1282,Cluster-15354.82310,Cv653,XP_009133135.1
1283,Cluster-15354.80684,Cv653,XP_010533804.1
1284,Cluster-15354.100357,Cv653,XP_009102464.1
1285,Cluster-15354.141251,Cv653,XP_009130492.1
1286,Cluster-15354.84759,Cv653,XP_009124979.1
1287,Cluster-15354.144854,Cv653,XM_013846026.1
1288,Cluster-15354.14145,Cv653,XM_013794137.1
1289,Cluster-15354.151091,Cv653,XP_010443885.1
1290,Cluster-15354.83966,Cv653,ADI52861.1
1291,Cluster-15354.25179,Cv653,CDY43482.1
1292,Cluster-24662.0,Cv653,AC232504.1
1293,Cluster-15354.39663,Cv653,CAM33601.1
1294,Cluster-15354.31928,Cv653,XP_009124689.1
1295,Cluster-21582.4,Cv653,XP_009106134.1
1296,Cluster-15354.119136,Cv653,XP_009137601.1
1297,Cluster-15354.84213,Cv653,XP_006414281.1
1298,Cluster-15354.145487,Cv653,XP_009118320.1
1299,Cluster-15354.69968,Cv653,CDY28870.1
1300,Cluster-15354.85222,Cv653,CDX80763.1
1301,Cluster-15354.134151,Cv653,CDY69569.1
1302,Cluster-15354.91095,Cv653,XM_009120981.1
1303,Cluster-15354.85394,Cv653,XP_009114221.1
1304,Cluster-32591.5,Cv653,CDX78915.1
1305,Cluster-15354.97608,Cv653,XP_009143828.1
1306,Cluster-15354.37266,Cv653,XM_009145427.1
1307,Cluster-15354.38429,Cv653,XP_009114415.1
1308,Cluster-15354.100614,Cv653,XM_013792506.1
1309,Cluster-15354.27290,Cv653,CDX74555.1
1310,Cluster-15354.72285,Cv653,CDY42209.1
1311,Cluster-15354.115686,Cv653,AC189618.1
1312,Cluster-15354.83355,Cv653,XP_009151895.1
1313,Cluster-15354.119460,Cv653,CDY59065.1
1314,Cluster-15354.72986,Cv653,XP_010475652.1
1315,Cluster-15354.77330,Cv653,-
1316,Cluster-15354.55961,Cv653,CDY15986.1
1317,Cluster-15354.75083,Cv653,CDY22903.1
1318,Cluster-15354.95489,Cv653,CDY40793.1
1319,Cluster-15354.2596,Cv653,XP_009103352.1
1320,Cluster-15354.143060,Cv653,XM_013881572.1
1321,Cluster-15354.83503,Cv653,CDY37516.1
1322,Cluster-53670.1,Cv653,XP_009123193.1
1323,Cluster-15354.62668,Cv653,XM_013871919.1
1324,Cluster-15354.128655,Cv653,CDY14424.1
1325,Cluster-15354.46936,Cv653,CDY22824.1
1326,Cluster-15354.77817,Cv653,CDY50531.1
1327,Cluster-15354.145366,Cv653,XP_009104769.1
1328,Cluster-15354.25573,Cv653,CDX93395.1
1329,Cluster-15354.30776,Cv653,XP_006399105.1
1330,Cluster-15354.129446,Cv653,XP_009134083.1
1331,Cluster-15354.68914,Cv653,CDY51621.1
1332,Cluster-15354.81585,Cv653,XM_009112902.1
1333,Cluster-15354.74503,Cv653,XP_009142212.1
1334,Cluster-15354.69292,Cv653,XP_009137495.1
1335,Cluster-15354.80292,Cv653,XP_009144545.1
1336,Cluster-15354.74004,Cv653,CDY11251.1
1337,Cluster-15354.106044,Cv653,CDY49781.1
1338,Cluster-15354.92156,Cv653,CDX85123.1
1339,Cluster-15354.84013,Cv653,XP_006288492.1
1340,Cluster-15354.83029,Cv653,ACD13218.1
1341,Cluster-15354.77834,Cv653,XM_009122303.1
1342,Cluster-15354.89272,Cv653,XM_013870462.1
1343,Cluster-15354.76455,Cv653,XP_009104497.1
1344,Cluster-15354.15824,Cv653,CDX91651.1
1345,Cluster-15354.55215,Cv653,CDX88342.1
1346,Cluster-15354.128677,Cv653,XP_009133253.1
1347,Cluster-15354.86639,Cv653,XP_009115317.1
1348,Cluster-15354.38034,Cv653,XP_009109798.1
1349,Cluster-15354.38428,Cv653,XP_009114415.1
1350,Cluster-15354.102267,Cv653,CDX87123.1
1351,Cluster-15354.80800,Cv653,XM_013745116.1
1352,Cluster-15354.1982,Cv653,XP_009116968.1
1353,Cluster-15354.140375,Cv653,XM_009135795.1
1354,Cluster-15354.101807,Cv653,XP_010517479.1
1355,Cluster-15354.40926,Cv653,XM_013761008.1
1356,Cluster-15354.87500,Cv653,XM_013859658.1
1357,Cluster-15354.103987,Cv653,XP_009128726.1
1358,Cluster-15354.13676,Cv653,XM_009108705.1
1359,Cluster-15354.88436,Cv653,CDY03419.1
1360,Cluster-15354.92666,Cv653,XP_009132818.1
1361,Cluster-15354.126810,Cv653,XP_009145888.1
1362,Cluster-15354.146712,Cv653,XP_009139937.1
1363,Cluster-15354.82365,Cv653,XM_013884213.1
1364,Cluster-15354.75383,Cv653,XM_013843747.1
1365,Cluster-15354.28795,Cv653,CDY52274.1
1366,Cluster-15354.115015,Cv653,XP_009116854.1
1367,Cluster-15354.82467,Cv653,XM_009105086.1
1368,Cluster-15354.84886,Cv653,ABF17873.1
1369,Cluster-15354.114984,Cv653,CDX92815.1
1370,Cluster-15354.123376,Cv653,XP_009122280.1
1371,Cluster-15354.22463,Cv653,-
1372,Cluster-15354.86854,Cv653,XM_013843284.1
1373,Cluster-15354.88391,Cv653,XP_009102935.1
1374,Cluster-15354.52835,Cv653,CDY63899.1
1375,Cluster-15354.46935,Cv653,XP_009127408.1
1376,Cluster-15354.83141,Cv653,XM_009116237.1
1377,Cluster-15354.84079,Cv653,XP_009106970.1
1378,Cluster-15354.62515,Cv653,CDY23206.1
1379,Cluster-15354.54714,Cv653,XP_009126456.1
1380,Cluster-15354.23044,Cv653,XP_010523525.1
1381,Cluster-15354.125574,Cv653,XP_009136518.1
1382,Cluster-15354.84887,Cv653,CDX84829.1
1383,Cluster-15354.21096,Cv653,CDY06692.1
1384,Cluster-15354.8737,Cv653,CDY38079.1
1385,Cluster-15354.49415,Cv653,CDY06073.1
1386,Cluster-15354.101351,Cv653,XM_013791098.1
1387,Cluster-15354.77031,Cv653,XP_009134793.1
1388,Cluster-15354.82500,Cv653,XP_009125910.1
1389,Cluster-15354.126328,Cv653,XP_009150755.1
1390,Cluster-15354.108574,Cv653,CDY18221.1
1391,Cluster-15354.83366,Cv653,NP_001147224.1
1392,Cluster-15354.105418,Cv653,XM_013878587.1
1393,Cluster-15354.66565,Cv653,XM_009129481.1
1394,Cluster-15354.104176,Cv653,XP_009140324.1
1395,Cluster-15354.98882,Cv653,CDY15467.1
1396,Cluster-15354.78220,Cv653,XP_009133442.1
1397,Cluster-15354.60884,Cv653,XM_009115187.1
1398,Cluster-15354.139855,Cv653,CDY30487.1
1399,Cluster-15354.132381,Cv653,CDY23897.1
1400,Cluster-15354.112134,Cv653,XM_009148673.1
1401,Cluster-15354.128323,Cv653,XP_009117333.1
1402,Cluster-15354.19678,Cv653,XM_009153732.1
1403,Cluster-15354.52914,Cv653,AAG51752.1
1404,Cluster-15354.36519,Cv653,XP_009135031.1
1405,Cluster-15354.48504,Cv653,XP_009135779.1
1406,Cluster-15354.93965,Cv653,CDY10358.1
1407,Cluster-15354.73006,Cv653,AC189599.2
1408,Cluster-15354.107186,Cv653,XP_009102344.1
1409,Cluster-15354.135368,Cv653,CDX80099.1
1410,Cluster-15354.149322,Cv653,XM_013869964.1
1411,Cluster-15354.93907,Cv653,XP_009121521.1
1412,Cluster-15354.120346,Cv653,XM_013769690.1
1413,Cluster-15354.24887,Cv653,CDX71722.1
1414,Cluster-15354.122844,Cv653,XP_009127292.1
1415,Cluster-15354.5780,Cv653,XP_009148087.1
1416,Cluster-15354.63581,Cv653,XP_009146226.1
1417,Cluster-15354.83879,Cv653,CDX96643.1
1418,Cluster-15354.52152,Cv653,XP_009149806.1
1419,Cluster-15354.101044,Cv653,CDY37518.1
1420,Cluster-15354.93147,Cv653,XP_006398853.1
1421,Cluster-15354.82320,Cv653,XP_009116038.1
1422,Cluster-15354.35096,Cv653,XP_009113134.1
1423,Cluster-15354.82438,Cv653,XP_010484176.1
1424,Cluster-15354.71124,Cv653,XP_009103000.1
1425,Cluster-15354.82437,Cv653,XP_009114497.1
1426,Cluster-15354.94205,Cv653,XM_009137284.1
1427,Cluster-15354.45547,Cv653,XP_009147432.1
1428,Cluster-15354.83287,Cv653,CDY53916.1
1429,Cluster-15354.39547,Cv653,CDY03726.1
1430,Cluster-15354.58899,Cv653,CDY71845.1
1431,Cluster-15354.91767,Cv653,XM_013801044.1
1432,Cluster-15354.68034,Cv653,XM_013800858.1
1433,Cluster-15354.71761,Cv653,XP_009126233.1
1434,Cluster-15354.82780,Cv653,XM_013789490.1
1435,Cluster-15354.65942,Cv653,CDY18221.1
1436,Cluster-15354.80741,Cv653,CDY64139.1
1437,Cluster-15354.138842,Cv653,XP_009128492.1
1438,Cluster-15354.84841,Cv653,XM_013790929.1
1439,Cluster-15354.125916,Cv653,XP_009112018.1
1440,Cluster-15354.125576,Cv653,XP_009136518.1
1441,Cluster-15354.150048,Cv653,XP_009125425.1
1442,Cluster-15354.63988,Cv653,XP_009122826.1
1443,Cluster-15354.3238,Cv653,XP_009103613.1
1444,Cluster-15354.72758,Cv653,XM_013797545.1
1445,Cluster-16692.0,Cv653,XP_009109001.1
1446,Cluster-15354.42796,Cv653,XM_013860207.1
1447,Cluster-15354.83181,Cv653,CDY07472.1
1448,Cluster-15354.83896,Cv653,XP_009112310.1
1449,Cluster-15354.104525,Cv653,CDY57225.1
1450,Cluster-15354.71528,Cv653,XM_009139289.1
1451,Cluster-15354.84145,Cv653,XP_002885841.1
1452,Cluster-15354.107812,Cv653,CDX69489.1
1453,Cluster-15354.57856,Cv653,XM_009152748.1
1454,Cluster-15354.106003,Cv653,XP_009139463.1
1455,Cluster-15354.52659,Cv653,XP_009147230.1
1456,Cluster-15354.55461,Cv653,CDY67876.1
1457,Cluster-15354.76936,Cv653,BAA11391.1
1458,Cluster-15354.86858,Cv653,XM_013871477.1
1459,Cluster-15354.74983,Cv653,XP_009144555.1
1460,Cluster-15354.83831,Cv653,CDY36755.1
1461,Cluster-15354.74517,Cv653,XP_009119989.1
1462,Cluster-15354.25822,Cv653,XM_013896445.1
1463,Cluster-15354.126694,Cv653,XR_001273828.1
1464,Cluster-15354.86221,Cv653,XM_013751105.1
1465,Cluster-15354.87169,Cv653,CDY65337.1
1466,Cluster-15354.94636,Cv653,XP_009129248.1
1467,Cluster-34980.0,Cv653,CDY55614.1
1468,Cluster-15354.82620,Cv653,XM_013764906.1
1469,Cluster-15354.69502,Cv653,XP_009146193.1
1470,Cluster-15354.116284,Cv653,CDY41127.1
1471,Cluster-15354.83928,Cv653,XM_013766002.1
1472,Cluster-15354.86638,Cv653,XP_009115317.1
1473,Cluster-15354.89305,Cv653,XP_009106798.1
1474,Cluster-41339.5,Cv653,XR_633224.1
1475,Cluster-15354.60527,Cv653,XP_009141553.1
1476,Cluster-15354.48157,Cv653,CDX86508.1
1477,Cluster-15354.92179,Cv653,CDY16582.1
1478,Cluster-15354.130093,Cv653,XP_009134244.1
1479,Cluster-15354.91252,Cv653,XM_006402288.1
1480,Cluster-15354.67590,Cv653,CDX84500.1
1481,Cluster-15354.83753,Cv653,AAV28535.1
1482,Cluster-15354.114568,Cv653,XM_009143374.1
1483,Cluster-15354.84239,Cv653,CDX70514.1
1484,Cluster-15354.125204,Cv653,CDX85748.1
1485,Cluster-15354.77736,Cv653,XP_009121608.1
1486,Cluster-15354.79958,Cv653,XP_010542312.1
1487,Cluster-15354.84122,Cv653,AC189362.2
1488,Cluster-15354.101651,Cv653,XP_009142628.1
1489,Cluster-15354.83698,Cv653,XM_009126235.1
1490,Cluster-15354.85115,Cv653,XM_013773918.1
1491,Cluster-15354.68051,Cv653,XM_013743867.1
1492,Cluster-15354.84719,Cv653,XM_009136162.1
1493,Cluster-15354.47807,Cv653,XM_013889414.1
1494,Cluster-15354.85317,Cv653,XM_013836815.1
1495,Cluster-45263.1,Cv653,CDY39437.1
1496,Cluster-15354.84306,Cv653,XP_009103334.1
1497,Cluster-15354.83650,Cv653,CDY20112.1
1498,Cluster-15354.85320,Cv653,CDX96054.1
1499,Cluster-15354.90733,Cv653,CDY22325.1
1500,Cluster-15354.40088,Cv653,-
1501,Cluster-15354.87834,Cv653,CDY17603.1
1502,Cluster-15354.54274,Cv653,CDY41815.1
1503,Cluster-15354.52132,Cv653,XP_009118781.1
1504,Cluster-15354.43635,Cv653,XP_009147352.1
1505,Cluster-15354.28229,Cv653,CDY38264.1
1506,Cluster-15354.105353,Cv653,XM_013855422.1
1507,Cluster-15354.13342,Cv653,CDY02301.1
1508,Cluster-15354.82039,Cv653,AC189507.2
1509,Cluster-15354.84602,Cv653,CDY64139.1
1510,Cluster-15354.81610,Cv653,XM_009127107.1
1511,Cluster-15354.75703,Cv653,XP_009130988.1
1512,Cluster-15354.82167,Cv653,AGT80625.1
1513,Cluster-15354.101361,Cv653,XP_002864702.1
1514,Cluster-15354.96298,Cv653,CDY51296.1
1515,Cluster-15354.109620,Cv653,XP_009117104.1
1516,Cluster-37200.6,Cv653,XM_009149174.1
1517,Cluster-15354.80009,Cv653,XP_006417697.1
1518,Cluster-15354.80174,Cv653,XP_009143466.1
1519,Cluster-15354.25820,Cv653,CDY01837.1
1520,Cluster-15354.97188,Cv653,CDX97637.1
1521,Cluster-15354.47564,Cv653,CDY70463.1
1522,Cluster-15354.38040,Cv653,XP_009101313.1
1523,Cluster-15354.143522,Cv653,CDX76711.1
1524,Cluster-15354.69607,Cv653,CDY33170.1
1525,Cluster-15354.86075,Cv653,XP_009136298.1
1526,Cluster-15354.91670,Cv653,CDX74024.1
1527,Cluster-15354.81643,Cv653,NP_001242543.1
1528,Cluster-15354.83356,Cv653,CDY18201.1
1529,Cluster-15354.129599,Cv653,XM_013831678.1
1530,Cluster-36085.0,Cv111,XM_009152285.1
1531,Cluster-15354.51379,Cv111,XP_009148288.1
1532,Cluster-15354.30036,Cv111,XP_009128983.1
1533,Cluster-15354.69862,Cv111,XP_009119980.1
1534,Cluster-15354.54116,Cv111,XP_009134016.1
1535,Cluster-15354.145370,Cv111,XP_009104769.1
1536,Cluster-15354.74476,Cv111,XP_009113880.1
1537,Cluster-15354.115708,Cv111,XP_004487127.1
1538,Cluster-15354.82116,Cv111,CDY04834.1
1539,Cluster-15354.71218,Cv111,XP_009149658.1
1540,Cluster-15354.55669,Cv111,XP_009139536.1
1541,Cluster-15354.14021,Cv111,ADK63410.1
1542,Cluster-15354.87490,Cv111,CDY09570.1
1543,Cluster-15354.140533,Cv111,CDX87103.1
1544,Cluster-15354.64834,Cv111,KFK30163.1
1545,Cluster-15354.98295,Cv111,CDX80379.1
1546,Cluster-15354.84420,Cv111,CDX78669.1
1547,Cluster-15354.71609,Cv111,XP_006285963.1
1548,Cluster-15354.50985,Cv111,XP_009121941.1
1549,Cluster-15354.73205,Cv111,CDY08882.1
1550,Cluster-15354.76178,Cv111,XP_009137373.1
1551,Cluster-15354.122770,Cv111,XP_009135058.1
1552,Cluster-15354.42734,Cv111,CDY28305.1
1553,Cluster-15354.57859,Cv111,XM_013794611.1
1554,Cluster-15354.125281,Cv111,XP_009136377.1
1555,Cluster-15354.96204,Cv111,CDX69935.1
1556,Cluster-15354.136526,Cv111,CDX70591.1
1557,Cluster-15354.113780,Cv111,XM_006418312.1
